Sample	CSM5FZ4A	CSM5FZ4E	CSM5FZ4G	CSM5FZ4K	CSM5MCTZ	CSM5MCU8	CSM5MCUA	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUS	CSM5MCUW	CSM5MCUY	CSM5MCWM	CSM5MCXB	CSM5MCYI	CSM5MCYM	CSM5MCYO	CSM5MCYQ	CSM5MCYU	CSM67U9H	CSM67U9P	CSM67U9R	CSM67U9T	CSM67UEP	CSM67UET	CSM67UEW	CSM67UF1	CSM6J2H9	CSM79HGD	CSM79HGF	CSM79HGH	CSM79HGJ	CSM79HGL	CSM79HGN	CSM79HGR	CSM79HGV	CSM79HM5	CSM79HM9	CSM79HNG	CSM79HPM	CSM79HPQ	CSM79HQR	CSM79HQT	CSM7CZ2F	CSM7KOMR	CSM7KOMV	CSM7KONS	CSM7KONW	CSM7KONY	CSM7KOQ5	CSM7KOU7	CSM7KOUJ	ESM5GEYU	ESM5GEZ1	ESM5GEZ3	ESM5GEZ4	ESM5GEZ6	ESM5GEZA	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEAB	ESM5MEBP	ESM5MEC7	ESM5MEEJ	HSM5MD43	HSM5MD44	HSM5MD47	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8H	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ1T	HSM7CZ2J	HSM7CZ2L	HSM7CZ2X	HSM7J4JT	HSM7J4JV	HSMA33J1	HSMA33P2	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLHV	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2N6	MSM6J2PQ	MSM79H52	MSM79H8J	MSM79H94	MSM79H9U	MSM79HCN	MSM79HD6	MSM79HD8	MSM79HF1	MSM9VZFJ	MSM9VZJF	MSM9VZMQ	MSM9VZN4	MSM9VZNV	PSM6XBSE	PSM6XBSG	PSM6XBTZ	PSM7J19X	PSM7J1C2
C4013__NODE_62_length_59138_cov_9.20126__23359__lassopeptide__ANTISMASH__35779_59138	0	0	0	0	0	0	0	0	0	3.19165435924211	5.66278067097126	0	0	0.386394477185247	0	0	0	0	0.81000456303177	0	0.58377254913472	0	0.368296659336435	0	0	0	0	0	1.16106842363313	0	0.793035922995632	0	0	0	0	0	0	0	0.605171103641382	0	0	0	0	0	0	0	0	0	0	0	1.22575756366426	0	0	0.695021850865566	0	0	0	0	0	0.432965487498904	0	0.514389270099037	0	0	0	0	0	0	0	0	0	0	0.484502609043619	0.541654450757288	0	0	0	2.13473139917711	1.10862535447636	0.664443941093489	0	0	0	0.504004748418003	0	0	0.600153129346206	1.63261687355571	0	0.679325773670166	1.11301894882461	2.24073835282631	0	0	0	0	0	0	0	0.722246411829702	0	0	0	0	0	0	0	0	0	0	1.0804154458278	0	3.15382968277526	0.979943722737488	0.821585121609072	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39960878423991	0	0	0.578860553837162	0	0.784829627356256	0	0	0.781618499469815	6.53229114112724	0	1.98141843737006	2.15435456296782	0.65831240275612	2.47788196207953	0	0	0	0	0	0	0
C4013__NODE_57_length_60955_cov_91.708__55761__nrps__ANTISMASH__517_56278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42829810003478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05826923199915	1.56571495625615	2.53759669565113	0	0	0	0	0	0	0	0	22.5031706138613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83389308319986	0	0.437438221761538	0	0	0	0	0	0	0	0	0	0	0	0.719876248097336	0	0	0	0
C4010__NODE_13_length_213961_cov_42.347891__47539__arylpolyene__ANTISMASH__35987_83526	29.2094094116382	18.244177812788	27.332250628973	35.945390318449	23.2986707632588	13.137623374727	24.3927112751857	10.8536646560693	18.4200721097034	33.3296326520131	26.8404311777998	26.3864725584856	19.30524577636	31.7713050522288	31.7567713523289	65.309741028608	4.79647036185636	2.76716881877673	9.86274967330547	12.6069080834854	6.82809449289416	2.74001752532141	2.01762339326891	1.89667515282073	18.862478536521	19.7701680857529	3.95428143607048	3.71938236941999	5.18802416138809	11.7517420115562	21.0258006824416	4.96632693553227	5.27428178281504	6.45982900212648	12.0433032103808	3.7246626877397	2.4463129811543	7.88342180294361	9.7691306873395	3.33444545623193	4.30319383916547	0	1.93005307146201	1.42328437826235	9.1726429352257	4.53357656955026	12.9076935124049	1.38145784122098	3.1616758409435	0.997211227998904	4.37933298799026	1.04720239129155	48.3081140731064	10.0375694629585	40.3520672469137	30.9444904922103	21.7567068067579	21.7718930422495	33.0866731523911	31.838031351351	35.0476397881542	48.2486975611492	7.59536484167153	10.5823622537255	10.6392012904456	17.193262669132	31.3507744389801	29.9691183757449	14.5388783080634	0	0	21.3431729211339	12.4150004172525	8.24175457561672	10.9265801893921	5.16064019558849	20.6840430812121	0	0	0	9.28449092084306	8.8152886959249	11.4497138688306	10.6767102039408	19.0110379770054	15.9091168283047	3.44969641294652	2.51285606473842	0	2.01688548395172	9.60511902549454	8.6982589173762	25.1581571026275	18.4602630961852	22.837842120745	13.3054049898284	4.79740485950324	8.60485028022196	15.1774302477371	7.61026444230737	6.43528703999169	5.2780125790816	15.7898332110744	21.3466007309557	18.4210079164181	15.8621801603654	6.66915222053967	10.4350827211082	2.74694241766583	6.04155459420311	3.08122843343867	8.21276341950453	2.48330104945236	13.1304081849982	37.8769799161297	12.6579128081593	8.36915368061123	36.9567789218437	6.70130847179341	5.56881200789702	21.4511620335827	3.95345604823046	8.35734132885574	15.3371752764529	44.9036898853638	27.726937591332	3.30402113229775	15.1319464987968	1.86997682211401	5.31888325954984	1.70569173391573	1.93100492884372	1.8266444159576	13.0504079297636	21.0913292126779	3.30991059359301	69.6375258203431	31.7680095377887	3.70379903789441	1.14397957681629	26.1889292107493	2.79420536763979	20.6698764885923	15.7588452631497	20.9667462914384	20.1591128748379	7.02735346065254	14.0504159516996	0	0
C4009__NODE_9_length_212624_cov_93.5405__41071__resorcinol__ANTISMASH__90407_131478	16.3273944213637	33.2485662913354	19.2057215869188	22.8212993253936	0	8.16387288197152	15.0562644872453	7.24921631500227	10.5980902700316	0	0	19.2541830151917	12.7396179925599	21.5742778350055	23.2755626387055	23.6757137014914	0	0	0.6886663344576	0.854361155005138	0	1.84327934370589	1.08804558442769	5.12252993295848	25.3553934893621	0	0	0	0	0	8.93513848362287	5.13659282426157	9.23390278738308	10.9220404106296	31.0627467141021	2.33274211342423	1.94277192957183	0	0.470455907531611	0	1.54486622406942	0	3.01606614110012	2.84584494181686	0	0	0	0	0	0.770058014209521	13.0410341941275	0	0	15.2127646328218	0	0	0	0	0	0	0	0	4.19703816834703	0.91826646983242	0	0	2.25309284848116	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2109261365919	1.00049500449249	2.35357012258777	1.02776861408471	0	0	3.79162021841432	3.00976859218767	0	2.46511347010008	22.5991965484604	0.506556157953136	23.0989044504284	68.5330574823724	0	0	0	0	16.6415625189552	0.415018885542682	0	0	0	0	0	0	0	5.1886550277546	6.38735135805331	8.83068201786905	4.98533935929967	4.83878867192154	1.59524397579687	1.25282378947043	0	0	0	0	2.84625279524001	0	0	0	0	0	0	0	29.1562626342239	14.3211661383335	0	0	0	1.29374385574341	0	0.343288286703264	0	0	0	2.1460585910386	0.309103848439338	1.62409837673343	0	0	0	0	0	5.83161128523177	1.05477272161681	0	0	0
C4009__NODE_644_length_42297_cov_100.7__42297__nrps__ANTISMASH__0_42297	0	0.621437984473341	1.34123168777063	1.00218793044635	1.29370878466842	0	0	0	0	0.644968382749056	0.697632365215852	0	0	0	0	0.533124234288812	2.4854008380962	1.11889019222908	2.0492868624725	2.42384489174771	2.32463791460586	0	0	0	0	0	1.73575340395723	0	4.31088589636942	2.49162989289371	2.02408637812836	0	0	0	0	0	0	0	0	0	0.992671244689316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73304254665957	1.93198290461753	0	0	0	1.89359321330543	2.11529934772651	0	2.76894310340653	1.92161320231131	14.8800111864475	0	0	5.50146451523091	0	3.58517389544401	5.64267249387879	3.39690137372861	3.4931912009836	0	0	1.37107615827492	0	0	0	6.65178613142976	4.73615502976569	0	0	0	0	0	0	0	8.10654166740357	9.66476096563874	6.23128067972081	8.08505193439486	0	0	3.47144789870702	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663198646461984	0	6.51768823628138	0	0	2.30013064965905	0	0	0	0	0	0	0	0	0	4.44896859334984	0	0	0	0	0	0	0
C4009__NODE_43_length_148339_cov_30.0278__52608__nrps__ANTISMASH__41708_94316	0	0	0	0	0	0.3141192470241	0	0.791792953626597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.91754517327552	0	0	0	0	0.344921216613481	0.802312351915416	1.01793964125631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03032499404979	0	0	0	0	0	0	0	0.256251989063776	0.349799721566952	0	0	0	0	0	0	0	0	0	0	0	1.80306155255933	0	0	2.85802360479202	0.560000531806563	0	0.528880228720672	0.370168087326483	0	0	0.504146129409528	0	3.41135883569953	0	1.21455047283995	0.428786229183618	0	0	0	0.874222771929843	2.75395875096232	0	0	0.777954472023417	0.60718745678677	0	0.827303593836395	1.08250776017346	0	0	0	0.453779431255921	0	0	0	0	2.65437993635237	0	5.15246016763947	0.899184878626443	0	0	1.87248006846323	0	0	0	0	0	0	0	0	0	0	0	0	1.70195926176862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4009__NODE_2902_length_11440_cov_6.60791__11440__nrps__ANTISMASH__0_11440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.654828676714323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15673319644302	1.13906304117031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4009__NODE_254_length_72470_cov_137.244__29376__lantipeptide__ANTISMASH__43094_72470	0	0	0.520178307778957	0	0	1.5254287616922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36518540132793	0	0	3.25479466292363	2.4961497438137	0	5.60533373414494	3.56859257472725	3.82152170827837	0	1.1152346238212	0	0	0	0	4.1781565888878	7.33670175557162	0	0	0	0	0	0	0	7.53044822427281	2.22663260623249	3.56959313763139	0.652972179860806	0.608451230051866	0	1.06893647695942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.577798506317438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4009__NODE_2043_length_16906_cov_6.93122__16906__other__ANTISMASH__0_16906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817629565761485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42477271930432	0.808292164419082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886128040403944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4009__NODE_1774_length_19076_cov_214.117__19076__nrps__ANTISMASH__0_19076	0	0	0	0	0	0	0	0	0	0	0	4.30706318011674	2.01222551335583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3304.530766269	6.03470873187299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.28180590527046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34713934474332	0	0	0	1.70450926746042	0	0	2.04594095207241	1201.36840240801	0	0	1.11305913399819	0	0	0	0	3.17395690822156	0	0	0	0	0	0	0	0	0	12.5874858327516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04274958025165	0	0	0	0	4.08643522077748	1012.11659289371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4009__NODE_1696_length_20007_cov_31.7757__20007__terpene__ANTISMASH__0_20007	0	0	0	0	0	0	0	0	0	0	0	1.51741695021616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26127533027143	0.872870933282745	0	0	0	0	0	0	0	15.8527622051385	3.84195073290033	10.0734357250296	1.04590906395077	2.3485077862518	9.09992884839655	0	0.409673114973467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4009__NODE_1421_length_23390_cov_28.4798__23390__terpene__ANTISMASH__0_23390	0	0	0	0	0	0	0	0	0	0	0	1.97692314806308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87387480735162	137.472650912416	0	0	0	0	0	0	0	20.3851776848806	4.40155298532533	123.906850157675	95.1606528307116	4.24344184377701	21.4860327962651	0	1.43074030374383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4007__NODE_248_length_34834_cov_5.19748__24881__nrps__ANTISMASH__9953_34834	11.4200682829747	5.42820699294346	19.3141620663155	14.804945208736	14.5415177474926	13.1912661437478	14.5010591879228	17.5812541713765	17.9543797623285	6.01159440181916	10.3217216685558	0	0	0	0	12.1925807193363	18.4264185796708	8.14136589801415	5.12019305624465	8.39508925105544	9.46609697889796	0	0	0	0	0	34.0944456065573	0	9.60393589599548	7.55103392514165	103.663259297117	0	0	0	0	0	0	0	0	0	4.67671091429373	0	0	0	0	24.3058725115697	0	11.9410276993449	17.7705857310094	0	0	0	119.770209993438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2440913927878	6.61077055175087	6.4141127375332	0	0	0	3.92029019516485	4.79303282204169	0	12.7110941455327	3.81198581794645	15.6823444455305	0	33.8115770274076	4.22531627140416	0	16.0158525116259	68.3717050580589	11.1931942373668	19.8410866856572	0	0	4.49677839400876	0	0	0	5.21392246791283	6.60273529194105	0	0	3.82653084504465	0	11.2090220998079	0	8.49214063934213	9.12428464575134	0	4.69308029091266	0	0	0	4.42700572713682	0	0	0	9.27023607748668	0	0	0	0	0	0	0	0	0	2.76100096553192	0	4.34629966947989	0	7.33575718040394	10.470260305881	0	0	0	0	0	0	0	0	0	11.9988466907049	0	0	0	0	0	0	0
C4006__NODE_68_length_99866_cov_18.8402__20921__terpene__ANTISMASH__8788_29709	0	0	0	0	0	0	0	0	0	0	0	1.36912536172928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55481077993415	0.683117946745678	0	0	0	0	0	0	0	14.4420470138614	3.10430251253646	8.76521861605084	0.872915102127242	2.05605017206449	9.25077773958518	0	0.408975139324979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4006__NODE_67_length_100714_cov_12.268__43675__arylpolyene__ANTISMASH__21836_65511	0	0	0	0	0.747166577615942	0	0	0	0	0.86271023713664	0.761249387623126	0	0	0	0	0	0	0	0	0	0	0	0.731422535563305	0	3.27270630725677	0	0	0	0	0	0	0	1.19559791238145	0	0	0	1.32386925693644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.798741697714961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27941364460266	0	0	0	0	0	0	0	1.29295244141833	0	0	0	0	0	0	0	0	0	0	0	0	0	0.491345526187346	0	0.955438921057507	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6336247543911
C4006__NODE_23_length_187868_cov_38.747__12988__lantipeptide__ANTISMASH__174880_187868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382402916395174	3.27284481208228	0.526154101270097	0	0	0	0	0	0.658578602219428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61707899958983	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49756677733244	0	0	0	0	0	0	0	0	0	0.540880758766444	0.380815206137159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.787424280409835	0	0	0	0	0	0	0
C4006__NODE_15_length_222149_cov_19.3876__20894__terpene__ANTISMASH__77199_98093	0	0	0	0	0	0	0	0	0	0	0	1.50773525460894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60005543808519	0.859171607252304	0	0	0	0	0	0	0	14.4915896611875	3.61216466858459	9.7954528639434	1.08496671433593	2.21856470854106	8.59078648439129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4006__NODE_1048_length_13095_cov_58.236__13095__arylpolyene__ANTISMASH__0_13095	0	0	0	0	0.352577322584536	0	0	0	0	0.467346237983926	0	0	0	0	0	0	0	1.15562336852164	1.01172300923044	0.759947916511198	3.23363371129614	0	0	0	0	0	0	0	1.09250851371738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01075826744706	0	0	0	0	0	0	0	0	0	0	0.988574467648752	0.527487524180409	0	0	0	0	0	0	1.81407626136203	2.56063401915101	0	0	0	0	0	0	0	1.04460802170378	214.719082817722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02785281466896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692282328042948	0	1.10712239160954	0	0	0	0	0	0	0	0	2.73697831516234	0
C4004__NODE_591_length_10305_cov_3.58927__10305__nrps__ANTISMASH__0_10305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9906751320288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1299029070555	0
C4004__NODE_56_length_44710_cov_12.3465__26316__nrps__ANTISMASH__0_26316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634043793878665	0.625148715632814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17217782288609	0
C4004__NODE_33_length_66112_cov_8.88999__32280__nrps__ANTISMASH__33832_66112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51273433158377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256.337604768792	0	0.422469141550498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23807821465059	0	0	0	0	0	0	0	1.43077096922493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4004__NODE_248_length_17202_cov_195.328__17202__other__ANTISMASH__0_17202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678.427220242744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470.714277665048	1.20594000633978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4001__NODE_1272_length_8188_cov_29.7058__8188__bacteriocin__ANTISMASH__0_8188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64350085061351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4001__NODE_12_length_233246_cov_14.3248__10490__microcin__ANTISMASH__222756_233246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83332008910369	5.14906019797123	0	6.56655514069108	0	0	0	0	0	2.47544227622984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.17037834619834	0	0	0	0	5.32071031828564	0	6.24852928996963	3.84833095076688	0	0	0	5.38245400524962	0	0	8.53975671732259	10.678966780213	5.10026368124398	3.20072081697641	4.04133887521696	2.46040444454375	4.37882123163123	0	0	0	2.88355151746195	1.82669377759931	4.47129752293035	0	0	0	6.78573105511021	7.11946694431463	7.97268057018444	5.96466650375023	12.0996095497497	0	0	0	0	1.71216305063659	2.82663697671254	4.80685708779758	17.9444079888367	6.05963869984129	3.34475153475334	14.110473456447	4.3625888521702	0	3.22517034580426	6.00489571590747	9.00110955367237	0	1.62414185834813	0	0	0	0	7.37891543435653	83.0196237828446	10.5032597267202	0	12.2613214674602	2.85926614594261	4.23314647366994	2.32249743793433	4.99036562223469	31.6585499154578	21.4070466589684	16.3622799265841	2.54186493952557	4.31997736837864	10.7646216644346	39.5114074707306	0	0	0	0	0	0	0	4.89939899402123	0	0	0	1.99082697805817	5.41448269010413	2.35121231266947	0	5.42314591489745	0	0	0	0	1.01867333148107	0	5.78170422453677	0	4.10255430853851	0	0	0	0	0	0	0	0	1.56570853947806	0	0
C3032__NODE_203_length_34879_cov_20.892689__31256__resorcinol__ANTISMASH__3623_34879	18.8321872105641	30.3704876955941	17.6135034995334	20.7018382458348	0	9.41634149256784	17.4332900615252	8.31990995372654	12.0369744579614	0	0	18.0655195597159	11.8940618297778	20.3043082452633	21.5823596930961	21.533883170194	0	0	0.862658335560918	0.832450506051255	0	2.15050900944321	1.15135287970551	5.52075017921846	26.6865551076882	0	0	0	0	0	7.2130759912817	5.38474317571594	9.79421813354569	11.3399853678599	35.1824480625839	2.47311485110194	2.1433995023177	0	0.525544306035629	0	1.41157874055213	0	3.26824675040846	2.9417371208584	0	0	0	0	0	0.758357188505245	14.357634898663	0	0	20.4509474143611	0	0	0	0	0	0	0	0	4.23589646369016	0.941910818946402	0	0	2.91397863382352	0	0	0	0	0	0	0	0	0	0	0	0	0	11.12075280038	0.966717503910437	2.17039056791723	0.772321885106096	0	0	2.71147862258967	2.12891169695311	0	1.80283716777221	16.5649377373214	0	21.8390751667542	72.4767659618038	0	0	0	0	11.5503236625751	0	0	0	0	0	0	0	0	3.57119026961336	4.68567593220547	6.48227881021108	3.77246086701994	3.53942863427942	0	0	0	0	0	0	2.71233063520546	0	0	0	0	0	0	0	26.6926399387086	15.3870245305619	0	0	0	1.28591812137197	0	0.226165119910909	0	0	0	2.44423185031083	0	1.37409732713675	0	0	0	0	0	5.42655833705439	1.10539250739944	0	0	0
