Sample	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4C	CSM5LLGB	CSM5MCU4	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5YRY7	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM6J2H9	CSM79HG7	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HNY	CSM7CZ2F	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79HBX	MSM79HCN	MSM9VZFJ	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBS6	PSM6XBSC	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1CK	PSM7J1CS	PSMA2651
O2.UC34.2__NODE_780_length_21279_cov_1.88918__21279__lantipeptide__ANTISMASH__0_21279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.860031793521707	0	0.743993042549836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00469811268371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14255614155506	0	2.27539227491612	2.01221189129005	0	0	0	5.25030088332629	2.57878252120161	2.62788183667924	0	0	0	1.04754469707977	0	0	0	0	3.02893093960688	5.2157422622499	0	0	0	0	0	0	0	0	0	5.13730936183127	1.34233114424911	2.41764069268028	0.485733826453092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22700275669451	0	0	0	0	0	0	0	0	0	0.43582208711082	0	0	0	0	0	0	0	0	2.03116124548711	0	7.97743520191028	1.3404500142496	1.85916961802023	1.26386923649845	0.802427151129761	5.3711484665776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01256822835161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01670002608263	0	0	0	0	0	0	0	0
O2.UC34.0__NODE_4033_length_5549_cov_1.27903__5549__nrps__ANTISMASH__0_5549	2.67950805016066	1.38957545303067	69.8549936038381	2.13210474155693	52.603804115986	41.5572607621138	62.520832355733	46.9089274704727	48.7841139681083	1.81245044632326	0.987036244311929	0	10.7707658004655	41.6029352736342	1.96990769032583	2.01912346663615	0.479876291029193	44.1531391598056	10.3492898601728	0	0	5.72175837466968	2.21600941116194	5.62253398241074	0	1.8121567218539	3.21970056852541	3.34667528425662	31.4531919850936	70.4500131556644	0	44.2246886299415	29.8718751813146	42.6796228725065	0	0	21.0337073977577	0	0.460166663332909	2.13555395320638	15.1211099633508	46.1909322901455	48.8694787046389	0	33.7372083081934	53.0075581445485	7.0876477329405	0	10.4549290732875	49.8916676849197	43.1399737976718	53.3527562746263	0	35.3064514439822	45.8972562641341	35.0877543369217	0	12.5122571166188	15.1209575695046	28.4310720283279	0	0	0	0	0	2.21712277495582	0	0	22.9169659824008	0	0	0	8.89340229454355	18.9951311316839	0	0	0.300040189682636	0	23.1539582352897	0	0	0	60.9751699451395	0	0	28.669646291166	14.8572537268215	12.4169276635923	18.3129677092823	9.31222612111932	0	0	13.6280224662615	0	0	0	0	24.1509526167466	20.4589987014357	40.2556201720822	0	60.5772013076549	11.1728452379169	21.2178652424518	4.50606934232534	2.57842616773037	0	1.28187219794958	0	2.67339911097505	16.3255832672587	5.47123787186152	0	74.4492633299088	31.6520317394951	87.2446420341315	2.05500468902806	14.9199545102191	6.23515211403566	7.69126965176473	16.1538038569291	8.02177451883543	12.4865646202269	1.16796720711291	35.6732024886547	0	22.5697729904087	27.3720792232269	28.2610722107609	20.3637872180046	9.59855951213154	12.3251276281679	2.4412251692282	8.22891249172477	2.33118855106978	41.4948166453719	4.65269464652383	2.28526844115894	5.28866495220321	4.01636942917366	3.38053893263863	15.1117398620021	44.6657792911119	1.78758450929781	11.4959787386732	5.29422184804366	0	0	0	0	0	1.84426597708021	0	0	3.37928997164409	12.1820630007136	24.1730932761396	32.5983598507253	24.9996934821343	12.5086200024741	20.0111210713839	7.78763797103644	0.468217196777924	0	0	0	0	17.1186249467974	12.4786931860168	13.4797760487622	0.988212936482416	16.1995891281915	1.60091668751242	1.4564137967943	0	1.70254450331569	1.57244055758847	10.8886638428082	11.9927438198226	8.8554735420372	0	0	1.41937624529018	0	0	0	3.55695297968404	0	0	0	27.1602957031285	2.66835184076928	25.4190292594916	6.21472020462813	1.05135565795609	0	27.2807625138375	55.5965564716046	57.0683396650896	0	19.1363154501057	52.4540182704676	17.9884796551602	19.9647311470268	20.0712562488537	13.3712567014304	0	13.7058779499263	28.8386798394287	16.7923837179539	0	8.13550023821659	25.7389730236203	18.0176596582739	0	0	0	0	0	6.9409617315586	0	22.3311203770848	0	0
O2.UC34.0__NODE_3831_length_5787_cov_1.20551__5787__other__ANTISMASH__0_5787	1.44885835996889	0.666213425684052	30.6368508764046	1.45579407057621	25.6961878368651	19.5890461943483	29.1962576359342	23.6214408240734	24.4889841566166	0.896786509069555	1.21277838173081	0	6.11203932804939	17.0442409985328	1.23677449774328	0.813969104558659	0.399884075845763	20.8415345619973	4.34975621235875	0	0	3.29529752860547	1.17518449738072	2.92476497913809	0	1.235008872641	1.96557146757489	1.6968336315462	17.8594155765009	34.6792481091658	0	21.4298547444011	15.4503505191397	23.7910267595146	0	0	10.9975551423959	0	0	1.725873634742	6.47665916079261	25.2014095923472	26.2359297961255	0	18.1306378431719	24.921156056668	4.28485204211106	0	5.99706993454239	25.6155574977164	19.4108517928975	24.1547130534761	0	18.8601211505613	23.8980861686833	20.6787053816997	0	5.95723406951448	6.75192830670514	13.4288804563699	0	0	0	0	0	1.48488726251581	0	0	13.854869626792	0	0	0	4.49676362483267	10.6067801110601	0	0	0	0	11.1146123047748	0	0	0	28.3875347288924	0	0	14.6272293892473	7.74850452213383	6.28504409668927	10.9488321435577	4.48901951202137	0	0	6.95303935713277	0	0	0	0	10.5185692463152	10.6819674489014	19.1429909250395	0	28.2145258091972	5.25979571985085	9.37731454027103	2.54932690497658	1.36344711568931	0	0	0	1.48689820497549	7.72689017328134	2.08222228422852	0	42.3139870258036	17.1080505388045	44.0851794455655	4.60905522549456	8.22333306547258	3.55704373571045	3.52081108411781	8.22433048880756	4.26455827368212	5.82295090457116	0.871671689048743	18.6361428470234	0	10.5042577442032	13.7769685885321	15.1613138870508	10.9091512815855	4.75975025436063	5.97282829607952	0.936330289548803	3.65656611713822	1.28749734802111	18.4305353143208	3.06522468955296	0	3.09340748402681	0	0	7.41526206936131	24.9505239702769	0.857033561611679	5.71715435233208	2.65620035011629	0	0	0	0	0	0	0	0	1.72697896678929	7.50859343867189	11.5775317054098	15.4230637808418	13.7301273163697	5.83524400267571	10.7975868570604	6.82189374588384	0	0	0	0	0	7.50022668366286	5.93974044129444	6.61241395240965	0.574511572924994	7.54419410491295	0.78088665283037	0.711949515373201	0	1.22865957577758	0.978101656533813	5.13271026284169	4.7735369701872	4.31960456362037	0	0	0.689169821020603	0	0	0	2.309250607856	0	0	0	15.6934800281659	1.41476161605251	15.0577550785799	2.99581423540979	0.775474544535943	0	14.2431925541831	29.2276679123309	30.7986426574187	0	9.35513626884168	27.9355453835332	10.8632120197924	10.7620159855511	10.4934143591929	6.14217438291644	0	6.47260430920536	13.6158645963808	8.61525265965285	0	4.07398876131438	12.805661482117	9.22212071038983	0	0	0	0	0	3.79356225784771	0	11.9953297973714	0	0
O2.UC34.0__NODE_1224_length_13288_cov_5.13617__13288__t1pks__ANTISMASH__0_13288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24485195462537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8313828626193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17485199679573	0	0	0	0	0	9.46611811840009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC32.2__NODE_4797_length_6796_cov_4.82629__6796__nrps__ANTISMASH__0_6796	0	0	0	0	0	0	0	0	0	0	1.17851297306788	0	0	0	0	0	0	0	0	0	1.14881496163686	0	0	0	0	0	0	0	0	1.09907578501472	0	0	1.08619974022006	0	0	0	0	0	0	0	0	1.81465248074608	0	0	0.760686624207672	0	1.06506549303775	0	0	0	0	1.83102109864503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7446926803061	0.692612488705453	0	0	0	0	0	0	0	3.16508675917968	0	0	0	1.41638233521532	0	0	0	0	0	0	0	0	0.949089803275076	0	0	0	0.799977265822846	0	0	0	0	0	0.732730443127164	0	0	0	0	7.10809405456498	0	0	0	0	0	0	0	0	0	0	0	2.31508340580133	0	1.40537256294929	0	0	0.733274201934407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930639996885553	0	1.93046773441503	4.45360919172724	0	4.12262872090355	0	0	1.2599767209462	0	0	0	0.398553916499611	0.618220398554778	1.34565253172988	0	0	0	0	0	0	0	0	0	0.533907262054113	0	0	0	0	0	0	0	0	0	0.601580262932729	1.26966071372052	0	3.6628832625313	0	1.01944539252695	0	0	8.23845443297703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22808479805802	0	0	0	0	0	0	0	2.19042742012514	1.45484048787294	1.03542987141386	0	0	0	0	0	0	0	0
O2.UC32.2__NODE_406_length_38259_cov_2.87946__35184__nrps__ANTISMASH__0_35184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706287660578421	1.68941703582928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20240870530796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519544457546982	0	0	0	0	0	0	0	0.581121757768652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27447564999201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37893673370724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC32.0__NODE_2957_length_9818_cov_2.26078__9818__arylpolyene__ANTISMASH__0_9818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56406563495972	3.93605511880847	0	0	0	0	10.3709290875746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72235933422215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC32.0__NODE_1132_length_20647_cov_4.73038__20647__resorcinol__ANTISMASH__0_20647	0	0	0	0	0	0	0	2.96947957867252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.4553209070761	0	0	0	26.8679868185716	25.8865147952748	0	0	46.9755472215404	0	0	18.9271803668933	0	0	0	0	0	0	7.27540349259377	0	12.0382260110273	22.1220055397343	17.3111461618088	0	0	0	0	0	0	0	0	0	0	0	5.85853441795371	3.07349276774073	0	0	0	0	0	0	0	0	6.23743544595507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64866627688638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42318267072286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.95019294289018	0	0	0	0	0	0	0	0	0	0	0
O2.UC31.2__NODE_690_length_28327_cov_3.00828__28327__other__ANTISMASH__0_28327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18331447244166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65416568205284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC31.2__NODE_245_length_50235_cov_2.27613__36351__nrps__ANTISMASH__0_36351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03206607225672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28023775647539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC31.2__NODE_1581_length_16385_cov_1.87281__16385__other__ANTISMASH__0_16385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15961158761349	0	0	0	1.94459331030056	0	0	0	0	0	0	0.72289261160219	0	0	0	0	3.79554778486455	0	0	0	0	0	0	1.64832951911124	2.95974437548384	4.19701197477186	0	0	0	0	0	0	2.87615111876182	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18348985073798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3299412110213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515900637444886	0	0	0	0	0	0	1.12051319270432	0	1.10567066283767	0	0	0	0	0	0	0	0	0	0	0.775843182501575	0	0	2.4420967362984	0	0	0.918997953519102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC31.0__NODE_2503_length_10438_cov_1.53588__10438__terpene__ANTISMASH__0_10438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72687512114434	0	0	0	0	0	0	0.839466285674107	0	0	12.1228583031465	0.848281551834022	0	0	0	0	0	1.67621325110971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC30.2__NODE_868_length_25859_cov_2.4914__11197__lantipeptide__ANTISMASH__14662_25859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500284644186178	0	0	0	0	0	0.321194536765753	0.902278950253048	0	0	0	0	0	0	0	0.418126775232939	1.17255771661388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494625368281193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917906171648534	0	0	0	0.666019872710994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC30.2__NODE_4424_length_7366_cov_1.86048__7366__bacteriocin__ANTISMASH__0_7366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444276464895261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.382243717777538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.880773904146832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.534626580580722	0	0	0	0	0	0	0.49400507148027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC30.2__NODE_2_length_211583_cov_7.76117__43179__nrps__ANTISMASH__168404_211583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51988431040784	0	0	0	0	0	0	0	0	0	0	2.21759160814266	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528765361850608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15626411273559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546056879354709	0	0	0	0	0	0	1.75920733035577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998664446898072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC30.2__NODE_1602_length_17037_cov_2.2909__17037__resorcinol__ANTISMASH__0_17037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9850664636624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29941627009537	0	0	0	0	0	0	0	4.26578074810342	0	0	0	0	0	0	0	0	0	0	0	11.4130857190004	0	0	0	0	13.4309221969368	0.678530365853155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1971693704809	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14224656197869	0	1.93267945920403	1.72152426467173	0	6.7008454124903	1.2347600201456	0.701597124777266	0	1.91703761711325	0	0	0	0	0	0	0	0	0	2.38954665053032	0	0
O2.UC30.0__NODE_2679_length_11096_cov_1.72493__11003__glycocin__ANTISMASH__93_11096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.909155571758823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC30.0__NODE_223_length_41413_cov_2.21268__33210__other__ANTISMASH__0_33210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621621627825761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410081402148848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
