sseqid	slen	sstart	send	qseqid	qlen	qstart	qend	pident	evalue	Sample
A200FVABXX:6:67:11087:188794#CAGATC/1	85	85	1	smNRPS-CB	5945	1969	2053	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:1496:33907#CAGATC/1	85	1	85	smNRPS-CB	5945	4635	4719	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:11607:53506#CAGATC/1	85	1	85	smNRPS-CB	5945	3196	3280	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:12888:99915#CAGATC/1	85	1	85	smNRPS-CB	5945	1620	1704	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:1588:105055#CAGATC/1	85	85	1	smNRPS-CB	5945	449	533	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:2662:122371#CAGATC/1	85	1	85	smNRPS-CB	5945	948	1032	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:14344:148243#CAGATC/1	85	85	1	smNRPS-CB	5945	3189	3273	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:7438:151123#CAGATC/1	85	1	85	smNRPS-CB	5945	3463	3547	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:5339:183859#CAGATC/1	85	85	1	smNRPS-CB	5945	3438	3522	100	6.34e-35	V1.CD35.0
A200FVABXX:6:68:11261:197831#CAGATC/1	85	1	85	smNRPS-CB	5945	5740	5824	100	6.34e-35	V1.CD35.0
B200YWABXX:5:2:7128:56181#CAGATCA/1	85	1	85	smNRPS-CB	5945	1568	1652	100	6.34e-35	V1.CD35.0
B200YWABXX:5:3:5657:117732#CAGATCA/1	90	1	88	smNRPS-CB	5945	1507	1594	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:4:6039:67866#CAGATCA/1	85	85	1	smNRPS-CB	5945	5486	5570	100	6.34e-35	V1.CD35.0
B200YWABXX:5:4:13841:125896#CAGATCA/2	88	88	1	smNRPS-CB	5945	3562	3649	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:7:17179:36340#CAGATCA/1	85	85	1	smNRPS-CB	5945	867	951	100	6.34e-35	V1.CD35.0
B200YWABXX:5:7:16222:141698#CAGATCA/1	85	85	1	smNRPS-CB	5945	2306	2390	100	6.34e-35	V1.CD35.0
B200YWABXX:5:22:7860:48826#CAGATCA/2	88	88	1	smNRPS-CB	5945	767	854	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:23:14689:195732#CAGATCA/2	85	85	1	smNRPS-CB	5945	1639	1723	100	6.34e-35	V1.CD35.0
B200YWABXX:5:26:8396:131152#CAGATCA/2	90	88	1	smNRPS-CB	5945	1	88	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:27:14725:101469#CAGATCA/2	88	88	1	smNRPS-CB	5945	348	435	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:27:10283:179338#CAGATCA/1	85	1	85	smNRPS-CB	5945	4619	4703	100	6.34e-35	V1.CD35.0
B200YWABXX:5:42:16345:79682#CAGATCA/2	85	1	85	smNRPS-CB	5945	969	1053	100	6.34e-35	V1.CD35.0
B200YWABXX:5:43:18330:130408#CAGATCA/2	85	1	85	smNRPS-CB	5945	3189	3273	100	6.34e-35	V1.CD35.0
B200YWABXX:5:45:17401:32199#CAGATCA/1	85	1	85	smNRPS-CB	5945	746	830	100	6.34e-35	V1.CD35.0
B200YWABXX:5:45:5464:67608#CAGATCA/1	85	85	1	smNRPS-CB	5945	2657	2741	100	6.34e-35	V1.CD35.0
B200YWABXX:5:45:8689:67953#CAGATCA/1	85	85	1	smNRPS-CB	5945	729	813	100	6.34e-35	V1.CD35.0
B200YWABXX:5:45:19513:99673#CAGATCA/2	88	1	88	smNRPS-CB	5945	5272	5359	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:46:3732:70095#CAGATCA/1	85	1	85	smNRPS-CB	5945	450	534	100	6.34e-35	V1.CD35.0
B200YWABXX:5:46:17953:131012#CAGATCA/1	85	85	1	smNRPS-CB	5945	1558	1642	100	6.34e-35	V1.CD35.0
B200YWABXX:5:47:9085:142607#CAGATCA/2	88	1	88	smNRPS-CB	5945	1428	1515	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:61:7871:30602#CAGATCA/2	85	85	1	smNRPS-CB	5945	5750	5834	100	6.34e-35	V1.CD35.0
B200YWABXX:5:62:9669:32046#CAGATCA/1	90	1	88	smNRPS-CB	5945	3538	3625	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:65:8871:71000#CAGATCA/1	85	85	1	smNRPS-CB	5945	1971	2055	100	6.34e-35	V1.CD35.0
B200YWABXX:5:65:1294:197279#CAGATCA/1	85	1	85	smNRPS-CB	5945	5436	5520	100	6.34e-35	V1.CD35.0
B200YWABXX:5:67:8540:116123#CAGATCA/1	90	90	6	smNRPS-CB	5945	5861	5945	100	6.34e-35	V1.CD35.0
B200YWABXX:5:68:6064:39499#CAGATCA/2	90	88	1	smNRPS-CB	5945	1394	1481	98.864	6.34e-35	V1.CD35.0
B200YWABXX:5:4:9230:171017#CAGATCA/1	85	1	85	smNRPS-CB	5945	968	1052	100	6.34e-35	V1.CD35.0
A200FVABXX:6:5:19408:126857#CAGATC/2	89	1	89	smNRPS-CB	5945	1485	1573	98.876	1.76e-35	V1.CD35.0
A200FVABXX:6:8:12113:64552#CAGATC/2	89	89	1	smNRPS-CB	5945	3182	3270	98.876	1.76e-35	V1.CD35.0
A200FVABXX:6:23:1399:16097#CAGATC/2	90	89	1	smNRPS-CB	5945	269	357	98.876	1.76e-35	V1.CD35.0
A200FVABXX:6:26:17562:84638#CAGATC/2	89	1	89	smNRPS-CB	5945	398	486	98.876	1.76e-35	V1.CD35.0
A200FVABXX:6:42:4879:164500#CAGATC/2	86	86	1	smNRPS-CB	5945	4592	4677	100	1.76e-35	V1.CD35.0
A200FVABXX:6:43:15232:194472#CAGATC/2	86	86	1	smNRPS-CB	5945	3501	3586	100	1.76e-35	V1.CD35.0
A200FVABXX:6:48:9685:92503#CAGATC/2	86	86	1	smNRPS-CB	5945	1597	1682	100	1.76e-35	V1.CD35.0
A200FVABXX:6:62:15055:125340#CAGATC/2	89	89	1	smNRPS-CB	5945	292	380	98.876	1.76e-35	V1.CD35.0
A200FVABXX:6:64:17452:136016#CAGATC/2	89	1	89	smNRPS-CB	5945	3532	3620	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:1:10048:56137#CAGATCA/2	90	1	86	smNRPS-CB	5945	5860	5945	100	1.76e-35	V1.CD35.0
B200YWABXX:5:1:12285:150670#CAGATCA/1	86	86	1	smNRPS-CB	5945	1551	1636	100	1.76e-35	V1.CD35.0
B200YWABXX:5:3:11437:82245#CAGATCA/2	89	89	1	smNRPS-CB	5945	2316	2404	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:4:12184:20989#CAGATCA/1	89	1	89	smNRPS-CB	5945	3540	3628	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:4:16264:91444#CAGATCA/1	90	1	86	smNRPS-CB	5945	5860	5945	100	1.76e-35	V1.CD35.0
B200YWABXX:5:4:4701:121330#CAGATCA/1	89	89	1	smNRPS-CB	5945	3228	3316	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:6:16883:4356#CAGATCA/1	89	89	1	smNRPS-CB	5945	342	430	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:7:8262:54569#CAGATCA/1	86	86	1	smNRPS-CB	5945	5756	5841	100	1.76e-35	V1.CD35.0
B200YWABXX:5:8:2215:64914#CAGATCA/2	89	1	86	smNRPS-CB	5945	5860	5945	100	1.76e-35	V1.CD35.0
B200YWABXX:5:8:13392:92907#CAGATCA/1	89	89	1	smNRPS-CB	5945	5479	5567	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:8:20004:97170#CAGATCA/1	89	89	1	smNRPS-CB	5945	1935	2023	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:21:9345:79023#CAGATCA/1	86	1	86	smNRPS-CB	5945	962	1047	100	1.76e-35	V1.CD35.0
B200YWABXX:5:21:6997:141137#CAGATCA/1	89	1	89	smNRPS-CB	5945	1969	2057	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:22:3323:116381#CAGATCA/1	89	86	1	smNRPS-CB	5945	5394	5479	100	1.76e-35	V1.CD35.0
B200YWABXX:5:22:2425:175829#CAGATCA/2	90	5	90	smNRPS-CB	5945	1	86	100	1.76e-35	V1.CD35.0
B200YWABXX:5:23:1426:39052#CAGATCN/1	90	2	90	smNRPS-CB	5945	1931	2019	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:23:14627:55683#CAGATCA/1	90	1	86	smNRPS-CB	5945	5860	5945	100	1.76e-35	V1.CD35.0
B200YWABXX:5:23:12529:134325#CAGATCA/2	89	89	1	smNRPS-CB	5945	763	851	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:27:1663:63815#CAGATCA/2	86	86	1	smNRPS-CB	5945	4593	4678	100	1.76e-35	V1.CD35.0
B200YWABXX:5:27:14353:170242#CAGATCA/1	89	89	1	smNRPS-CB	5945	3581	3669	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:42:21190:83888#CAGATCA/2	86	1	86	smNRPS-CB	5945	4589	4674	100	1.76e-35	V1.CD35.0
B200YWABXX:5:43:7018:85171#CAGATCA/2	89	1	89	smNRPS-CB	5945	1504	1592	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:44:10475:128150#CAGATCA/2	86	86	1	smNRPS-CB	5945	1545	1630	100	1.76e-35	V1.CD35.0
B200YWABXX:5:47:12783:181664#CAGATCA/2	86	86	1	smNRPS-CB	5945	5741	5826	100	1.76e-35	V1.CD35.0
B200YWABXX:5:63:8591:136079#CAGATCA/2	86	86	1	smNRPS-CB	5945	2626	2711	100	1.76e-35	V1.CD35.0
B200YWABXX:5:64:2944:15446#CAGATCA/2	89	1	89	smNRPS-CB	5945	5255	5343	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:64:10362:198372#CAGATCA/1	89	89	1	smNRPS-CB	5945	763	851	98.876	1.76e-35	V1.CD35.0
B200YWABXX:5:66:5161:58823#CAGATCA/1	86	1	86	smNRPS-CB	5945	970	1055	100	1.76e-35	V1.CD35.0
A200FVABXX:6:1:16044:168925#CAGATC/2	90	90	1	smNRPS-CB	5945	318	407	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:3:20265:40130#CAGATC/2	90	1	90	smNRPS-CB	5945	1452	1541	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:3:18830:74149#CAGATC/2	90	90	1	smNRPS-CB	5945	5385	5474	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:4:12159:136660#CAGATC/2	90	1	90	smNRPS-CB	5945	5386	5475	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:4:20094:153142#CAGATC/2	90	1	90	smNRPS-CB	5945	5379	5468	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:4:7118:195696#CAGATC/2	90	90	1	smNRPS-CB	5945	5268	5357	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:5:1729:90524#CAGATC/2	87	87	1	smNRPS-CB	5945	415	501	100	4.9e-36	V1.CD35.0
A200FVABXX:6:5:21120:96605#CAGATC/2	90	90	1	smNRPS-CB	5945	299	388	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:5:17153:161364#CAGATC/2	90	90	1	smNRPS-CB	5945	5288	5377	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:5:17059:161761#CAGATC/2	90	90	1	smNRPS-CB	5945	1585	1674	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:6:11528:2065#CAGATC/2	90	1	90	smNRPS-CB	5945	5249	5338	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:7:18486:4860#CAGATC/2	90	1	90	smNRPS-CB	5945	5260	5349	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:7:20647:140059#CAGATC/2	90	90	1	smNRPS-CB	5945	5301	5390	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:7:8562:174405#CAGATC/2	90	1	90	smNRPS-CB	5945	5381	5470	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:8:13790:122702#CAGATC/2	90	90	1	smNRPS-CB	5945	1579	1668	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:21:12173:26786#CAGATC/2	87	87	1	smNRPS-CB	5945	2338	2424	100	4.9e-36	V1.CD35.0
A200FVABXX:6:21:6588:148526#CAGATC/2	90	1	90	smNRPS-CB	5945	3552	3641	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:21:10374:167881#CAGATC/2	90	1	90	smNRPS-CB	5945	344	433	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:22:3282:86555#CAGATC/2	90	1	90	smNRPS-CB	5945	297	386	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:23:4716:86740#CAGATC/2	90	90	1	smNRPS-CB	5945	5263	5352	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:24:3770:134284#CAGATC/2	90	90	1	smNRPS-CB	5945	5375	5464	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:24:5545:176814#CAGATC/2	90	1	90	smNRPS-CB	5945	3581	3670	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:26:10467:36952#CAGATC/2	90	1	90	smNRPS-CB	5945	5255	5344	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:26:19370:50739#CAGATC/2	90	90	1	smNRPS-CB	5945	306	395	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:26:7040:104046#CAGATC/2	90	1	90	smNRPS-CB	5945	5260	5349	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:28:5238:70111#CAGATC/2	90	90	1	smNRPS-CB	5945	5376	5465	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:28:17746:74513#CAGATC/2	90	1	90	smNRPS-CB	5945	5299	5388	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:28:4701:145880#CAGATC/2	90	90	1	smNRPS-CB	5945	4608	4697	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:28:10815:149015#CAGATC/2	90	90	1	smNRPS-CB	5945	5302	5391	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:41:7716:77846#CAGATC/2	90	1	90	smNRPS-CB	5945	1873	1962	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:41:17897:183734#CAGATC/2	89	3	89	smNRPS-CB	5945	5394	5480	100	4.9e-36	V1.CD35.0
A200FVABXX:6:42:19674:23665#CAGATC/2	90	1	90	smNRPS-CB	5945	3554	3643	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:42:19512:48792#CAGATC/2	90	90	1	smNRPS-CB	5945	762	851	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:42:20328:125164#CAGATC/2	90	1	90	smNRPS-CB	5945	890	979	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:42:6333:195733#CAGATC/2	90	1	90	smNRPS-CB	5945	460	549	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:44:5811:71375#CAGATC/2	90	90	1	smNRPS-CB	5945	1883	1972	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:44:15249:169957#CAGATC/2	90	90	1	smNRPS-CB	5945	3394	3483	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:45:14458:148315#CAGATC/2	90	1	90	smNRPS-CB	5945	366	455	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:46:18839:172093#CAGATC/2	90	90	1	smNRPS-CB	5945	3567	3656	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:47:4132:30870#CAGATC/2	90	1	90	smNRPS-CB	5945	3188	3277	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:47:5385:110004#CAGATC/2	90	90	1	smNRPS-CB	5945	5379	5468	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:47:3603:172869#CAGATC/2	90	1	90	smNRPS-CB	5945	1440	1529	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:48:7419:28081#CAGATC/2	90	90	1	smNRPS-CB	5945	1515	1604	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:48:13100:34889#CAGATC/2	90	90	1	smNRPS-CB	5945	329	418	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:61:18717:15670#CAGATC/2	90	90	1	smNRPS-CB	5945	3388	3477	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:61:7610:97568#CAGATC/2	90	90	1	smNRPS-CB	5945	3592	3681	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:62:8225:10216#CAGATC/2	90	90	1	smNRPS-CB	5945	5298	5387	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:63:19921:184800#CAGATC/2	90	1	90	smNRPS-CB	5945	5269	5358	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:64:19666:151983#CAGATC/2	90	90	1	smNRPS-CB	5945	5267	5356	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:65:14178:84868#CAGATC/2	90	90	1	smNRPS-CB	5945	1881	1970	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:65:19975:96514#CAGATC/2	90	1	90	smNRPS-CB	5945	1468	1557	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:65:4963:146329#CAGATC/2	90	1	90	smNRPS-CB	5945	1434	1523	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:66:4732:153035#CAGATC/2	90	1	90	smNRPS-CB	5945	2422	2511	98.889	4.9e-36	V1.CD35.0
A200FVABXX:6:67:17041:7679#CAGATC/2	90	90	1	smNRPS-CB	5945	3187	3276	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:2:6098:122939#CAGATCA/1	90	90	1	smNRPS-CB	5945	277	366	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:2:20797:160631#CAGATCA/1	90	1	90	smNRPS-CB	5945	5354	5443	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:2:14552:181881#CAGATCA/1	90	1	90	smNRPS-CB	5945	5374	5463	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:3:19025:50583#CAGATCA/1	90	90	1	smNRPS-CB	5945	5263	5352	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:3:18165:64168#CAGATCA/1	90	90	1	smNRPS-CB	5945	5265	5354	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:3:14324:71355#CAGATCA/1	90	1	90	smNRPS-CB	5945	3582	3671	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:3:9157:84000#CAGATCA/2	90	90	1	smNRPS-CB	5945	1567	1656	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:3:13476:119971#CAGATCA/1	87	87	1	smNRPS-CB	5945	3205	3291	100	4.9e-36	V1.CD35.0
B200YWABXX:5:3:13406:125809#CAGATCA/1	90	90	1	smNRPS-CB	5945	911	1000	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:3:11259:160707#CAGATCA/1	90	90	1	smNRPS-CB	5945	5366	5455	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:3:11259:160707#CAGATCA/2	90	1	90	smNRPS-CB	5945	5280	5369	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:3:21134:198520#CAGATCA/1	90	1	90	smNRPS-CB	5945	868	957	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:4:5696:53600#CAGATCA/2	90	90	1	smNRPS-CB	5945	349	438	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:4:6102:106578#CAGATCA/2	90	90	1	smNRPS-CB	5945	1881	1970	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:4:14407:175428#CAGATCA/2	90	90	1	smNRPS-CB	5945	5380	5469	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:5:16325:76732#CAGATCA/1	88	1	87	smNRPS-CB	5945	1969	2055	100	4.9e-36	V1.CD35.0
B200YWABXX:5:5:17181:84035#CAGATCA/1	90	90	1	smNRPS-CB	5945	5252	5341	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:6:19679:12496#CAGATCA/2	90	90	1	smNRPS-CB	5945	3235	3324	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:6:12196:49757#CAGATCA/1	90	1	90	smNRPS-CB	5945	1398	1487	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:6:13497:127165#CAGATCA/2	90	1	90	smNRPS-CB	5945	1938	2027	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:7:11171:154301#CAGATCA/1	90	1	90	smNRPS-CB	5945	2630	2719	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:7:15120:158381#CAGATCA/1	90	90	1	smNRPS-CB	5945	4	93	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:7:16836:160007#CAGATCA/1	90	1	90	smNRPS-CB	5945	5274	5363	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:12739:33788#CAGATCA/2	90	1	90	smNRPS-CB	5945	1420	1509	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:7529:71749#CAGATCA/2	90	90	1	smNRPS-CB	5945	5270	5359	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:8963:73602#CAGATCA/1	90	90	1	smNRPS-CB	5945	761	850	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:13392:92907#CAGATCA/2	90	1	90	smNRPS-CB	5945	5255	5344	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:7627:112142#CAGATCA/2	90	1	90	smNRPS-CB	5945	1449	1538	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:14779:113422#CAGATCA/1	90	1	90	smNRPS-CB	5945	1466	1555	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:5708:122934#CAGATCA/1	90	1	90	smNRPS-CB	5945	5251	5340	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:19938:137033#CAGATCA/1	90	90	1	smNRPS-CB	5945	3395	3484	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:8:10952:137371#CAGATCA/1	90	1	90	smNRPS-CB	5945	1478	1567	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:21:2293:15114#CAGATCA/1	90	1	90	smNRPS-CB	5945	5377	5466	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:21:3237:78839#CAGATCA/2	90	1	90	smNRPS-CB	5945	1970	2059	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:22:5048:11420#CAGATCA/2	90	1	90	smNRPS-CB	5945	1466	1555	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:22:3675:79740#CAGATCA/2	90	1	90	smNRPS-CB	5945	5301	5390	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:22:1468:81499#CAGATCN/2	90	1	90	smNRPS-CB	5945	1459	1548	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:22:7230:88154#CAGATCA/2	90	1	90	smNRPS-CB	5945	5368	5457	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:22:4375:93361#CAGATCA/1	90	1	90	smNRPS-CB	5945	5372	5461	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:22:1467:110075#CAGATCN/1	90	1	90	smNRPS-CB	5945	5297	5386	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:22:1467:120820#CAGATCN/2	90	90	1	smNRPS-CB	5945	762	851	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:22:11370:124223#CAGATCA/2	90	1	90	smNRPS-CB	5945	5357	5446	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:23:9373:90657#CAGATCA/2	90	90	1	smNRPS-CB	5945	340	429	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:24:2850:53784#CAGATCA/1	90	90	1	smNRPS-CB	5945	313	402	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:24:8032:93141#CAGATCA/1	90	1	90	smNRPS-CB	5945	5292	5381	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:24:1757:102455#CAGATCA/1	90	90	1	smNRPS-CB	5945	5252	5341	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:24:15834:171803#CAGATCA/1	90	1	90	smNRPS-CB	5945	1430	1519	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:25:11777:53362#CAGATCA/1	90	1	90	smNRPS-CB	5945	5268	5357	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:25:3774:79167#CAGATCA/2	90	1	90	smNRPS-CB	5945	1483	1572	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:25:6379:141922#CAGATCA/1	90	1	90	smNRPS-CB	5945	1443	1532	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:25:6165:159839#CAGATCA/1	90	1	90	smNRPS-CB	5945	768	857	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:25:1617:191664#CAGATCA/2	90	1	90	smNRPS-CB	5945	2628	2717	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:26:15275:20965#CAGATCA/2	90	1	90	smNRPS-CB	5945	5077	5166	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:26:9009:120919#CAGATCA/2	90	90	1	smNRPS-CB	5945	2522	2611	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:26:2804:187716#CAGATCA/1	90	90	1	smNRPS-CB	5945	5278	5367	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:27:16821:80444#CAGATCA/2	90	1	90	smNRPS-CB	5945	2630	2719	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:27:4818:86331#CAGATCA/1	87	87	1	smNRPS-CB	5945	5539	5625	100	4.9e-36	V1.CD35.0
B200YWABXX:5:27:4818:86331#CAGATCA/2	90	1	90	smNRPS-CB	5945	5293	5382	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:27:5426:152954#CAGATCA/1	90	90	1	smNRPS-CB	5945	3580	3669	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:28:12798:155599#CAGATCA/1	90	1	90	smNRPS-CB	5945	1436	1525	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:41:12373:56604#CAGATCA/1	90	90	1	smNRPS-CB	5945	3437	3526	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:41:12079:86070#CAGATCA/2	90	90	1	smNRPS-CB	5945	5290	5379	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:41:11368:88991#CAGATCA/2	90	90	1	smNRPS-CB	5945	3388	3477	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:41:19687:98740#CAGATCA/1	90	1	90	smNRPS-CB	5945	1443	1532	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:41:14499:119818#CAGATCA/2	90	4	90	smNRPS-CB	5945	1	87	100	4.9e-36	V1.CD35.0
B200YWABXX:5:42:8885:94246#CAGATCA/2	90	90	1	smNRPS-CB	5945	336	425	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:43:11004:11637#CAGATCA/1	90	1	90	smNRPS-CB	5945	3549	3638	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:43:10030:48421#CAGATCA/1	90	1	90	smNRPS-CB	5945	1490	1579	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:43:16460:53498#CAGATCA/2	90	1	90	smNRPS-CB	5945	3543	3632	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:43:16138:199502#CAGATCA/2	90	90	1	smNRPS-CB	5945	5373	5462	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:44:13091:67637#CAGATCA/1	90	1	90	smNRPS-CB	5945	1441	1530	98.889	4.9e-36	V1.CD35.0
B200YWABXX:5:44:19550:88221#CAGATCA/1	90	1	90	smNRPS-CB	5945	2422	2511	98.889	4.9e-36	V1.CD35.0
