BGC,log(HighestMean_AllClasses),class_discriminitive,LDA_score,LEfSe_pvalue,manual_pvalue,NCBI refrence sequence acession number,Taxa Name,Phylum
O2.UC30.2__NODE_4424_length_7366_cov_1.86048__7366__bacteriocin__ANTISMASH__0_7366,3.00369557086,-,-,-,0.636478227608896,N/A,N/A,Unassigned
V1.UC43.0__NODE_6891_length_6672_cov_1.54556__6672__other__ANTISMASH__0_6672,3.62613484664,-,-,-,0.685232066693073,N/A,N/A,Unassigned
V1.UC42.0__NODE_7_length_268921_cov_3.5584__69904__nrps-t1pks__ANTISMASH__36550_106454,2.25174042854,-,-,0.00535928102916,0.00535928102915505,N/A,N/A,Unassigned
V1.UC2.4__NODE_1272_length_14434_cov_2.52611__14434__lantipeptide__ANTISMASH__0_14434,3.53273650669,-,-,-,0.299155046561267,NZ_DS499577,Alistipes putredinis DSM 17216,Bacteroidetes
V1.CD19.0__NODE_740_length_36398_cov_5.41485__33886__nrps__ANTISMASH__2512_36398,1.62092799618,-,-,-,0.181080684353399,N/A,N/A,Unassigned
O2.UC32.0__NODE_1132_length_20647_cov_4.73038__20647__resorcinol__ANTISMASH__0_20647,3.03418682051,-,-,-,0.686938063406837,NZ_JNHJ01000029,Bacteroides vulgatus str. 3775 SR(B) 19,Bacteroidetes
O2.UC40.0__NODE_1784_length_14157_cov_1.48986__8202__bacteriocin__ANTISMASH__5955_14157,1.80582044941,-,-,-,0.992203406789533,N/A,N/A,Unassigned
O2.UC29.0__NODE_35_length_101001_cov_8.79352__23227__lassopeptide__ANTISMASH__40983_64210,2.84199048243,-,-,-,0.976613197896843,N/A,N/A,Unassigned
V1.UC17.2__NODE_1156_length_22344_cov_4.80304__22344__nrps__ANTISMASH__0_22344,2.12829024555,-,-,-,0.926964732089652,N/A,N/A,Unassigned
V1.CD18.0__NODE_6_length_258760_cov_82.7547__41143__resorcinol__ANTISMASH__86669_127812,3.43160009195,-,-,-,0.980755584480523,NZ_JH724268,Bacteroides uniformis CL03T12C37,Bacteroidetes
O2.UC26.0__NODE_79_length_109477_cov_2.7509__43175__nrps__ANTISMASH__4338_47513,2.15815800611,-,-,-,0.930236165947107,NZ_LN999827,Clostridium sp. AT4,Firmicutes
V1.UC40.0__NODE_388_length_49667_cov_3.91062__27174__arylpolyene__ANTISMASH__0_27174,3.09205306687,-,-,-,0.674541352342094,N/A,N/A,Unassigned
O2.UC60.0__NODE_5168_length_5891_cov_1.27707__5891__nrps__ANTISMASH__0_5891,3.65573701097,-,-,-,0.771781872437104,NZ_LT546010,Blautia sp. Marseille-P2398,Firmicutes
V1.UC24.0__NODE_681_length_25720_cov_4.37886__25720__sactipeptide__ANTISMASH__0_25720,3.32777601877,-,-,-,0.361668127036243,NZ_LT546007,Blautia sp. Marseille-P2398,Firmicutes
O2.UC35.0__NODE_1425_length_18261_cov_1.33831__18261__arylpolyene__ANTISMASH__0_18261,2.85878559738,-,-,-,0.107508410123631,NZ_CP012801,Bacteroides cellulosilyticus,Bacteroidetes
O2.UC30.0__NODE_1245_length_17671_cov_2.03646__17671__other__ANTISMASH__0_17671,2.93899633879,-,-,-,0.371109205563036,N/A,N/A,Unassigned
O2.UC34.0__NODE_123_length_56194_cov_4.53738__20198__bacteriocin-proteusin__ANTISMASH__10755_30953,2.17898685949,-,-,-,0.454641200516435,N/A,N/A,Unassigned
V1.CD18.0__NODE_2491_length_8501_cov_2.16919__8501__arylpolyene-nrps__ANTISMASH__0_8501,0.955516268293,-,-,-,0.917259619023925,N/A,N/A,Unassigned
O2.UC4.2__NODE_2059_length_15857_cov_3.27876__12846__lantipeptide__ANTISMASH__3011_15857,1.82168921924,-,-,-,0.912476758811792,N/A,N/A,Unassigned
O2.UC12.2__NODE_1403_length_17624_cov_5.41402__15597__lantipeptide__ANTISMASH__2027_17624,2.49030127858,-,-,-,0.0912256378691757,N/A,N/A,Unassigned
V1.UC31.4__NODE_3457_length_9939_cov_9.78936__9939__nrps__ANTISMASH__0_9939,3.18737348056,-,-,-,0.437510121130417,N/A,N/A,Unassigned
V1.UC52.1__NODE_216_length_76233_cov_8.06455__46165__nrps__ANTISMASH__16646_62811,3.48301438967,-,-,-,0.620655324711049,NZ_EQ973356,Bacteroides sp. 2_2_4,Bacteroidetes
O2.UC49.2__NODE_2620_length_9828_cov_1.60759__9828__sactipeptide__ANTISMASH__0_9828,1.8440971518,-,-,-,0.936680723867894,NZ_MPDJ01000002,Eisenbergiella tayi,Firmicutes
V1.CD21.0__NODE_1203_length_16973_cov_2.879__16973__nrps__ANTISMASH__0_16973,1.28161344975,-,-,-,0.454641200516435,N/A,N/A,Unassigned
V1.UC26.0__NODE_46_length_120663_cov_2.61501__22730__lantipeptide__ANTISMASH__8497_31227,1.68081472501,-,-,-,0.289104704938358,N/A,N/A,Unassigned
O2.UC27.0__NODE_3490_length_8048_cov_1.35756__8048__bacteriocin__ANTISMASH__0_8048,3.14030893203,-,-,-,0.0948174842018841,NZ_CP014144,Streptococcus salivarius,Firmicutes
V1.CD21.4__NODE_765_length_22253_cov_4.46495__22253__lantipeptide__ANTISMASH__0_22253,0,-,-,-,-,NZ_CP030280,Blautia sp. N6H1-15,Firmicutes
V1.UC27.0__NODE_345_length_39358_cov_2.65484__36794__nrps__ANTISMASH__0_36794,2.37927206382,-,-,-,0.951196131316017,N/A,N/A,Unassigned
O2.UC12.2__NODE_160_length_60804_cov_2.13803__22997__transatpks__ANTISMASH__37807_60804,2.09180004959,-,-,-,0.483285823075821,N/A,N/A,Unassigned
V1.CD27.0__NODE_2649_length_10270_cov_1.6928__10270__arylpolyene__ANTISMASH__0_10270,3.08757632161,-,-,-,0.327361006526331,NZ_JH724294,Bacteroides xylanisolvens CL03T12C04,Bacteroidetes
V1.UC55.4__NODE_4_length_453528_cov_8.44019__22700__lantipeptide__ANTISMASH__380667_403367,2.80720125823,-,-,-,0.0270705465370203,N/A,N/A,Unassigned
V1.UC45.0__NODE_3282_length_7333_cov_2.75543__7333__lantipeptide__ANTISMASH__0_7333,2.35710900224,-,-,-,0.311739534676203,N/A,N/A,Unassigned
V1.CD7.0__NODE_1296_length_12802_cov_7.41359__12802__resorcinol__ANTISMASH__0_12802,3.60849154516,-,-,-,0.617453695212914,NZ_KB905473,Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Bacteroidetes
O2.UC17.2__NODE_4209_length_7910_cov_4.22164__7910__lantipeptide__ANTISMASH__0_7910,3.02761474595,-,-,-,0.157805467764086,NZ_PRLF01000040,Faecalibacterium prausnitzii,Firmicutes
V1.UC28.0__NODE_1031_length_22935_cov_2.40337__20348__lantipeptide__ANTISMASH__2587_22935,3.41056982557,-,-,-,0.938753305488443,NZ_CZBP01000025,Blautia obeum,Firmicutes
O2.UC21.2__NODE_2452_length_11089_cov_2.17428__11089__arylpolyene__ANTISMASH__0_11089,2.15255172966,-,-,-,0.942591324573574,N/A,N/A,Unassigned
V1.CD38.0__NODE_1485_length_22894_cov_6.94982__22894__lantipeptide__ANTISMASH__0_22894,2.56152378537,-,-,-,0.458689045527298,NZ_NXMB01000005,Streptococcus salivarius,Firmicutes
V1.CD25.4__NODE_241_length_82764_cov_14.1841__43296__nrps__ANTISMASH__13873_57169,3.50808811635,-,-,-,0.650349055231709,NZ_CZBP01000011,Blautia obeum,Firmicutes
V1.UC35.0__NODE_3761_length_8328_cov_3.02937__8328__nrps__ANTISMASH__0_8328,3.90522056972,-,-,-,0.0205518520946672,NZ_CYXM01000006,Eubacterium rectale,Firmicutes
V1.CD18.3__NODE_78_length_114577_cov_12.9704__43190__nrps__ANTISMASH__49316_92506,1.82510926347,-,-,-,0.954662609609084,NZ_KQ235913,Clostridium clostridioforme WAL-7855,Firmicutes
V1.UC4.0__NODE_990_length_18361_cov_2.56883__18361__nrps__ANTISMASH__0_18361,2.37636781568,-,-,-,0.653616019540647,N/A,N/A,Unassigned
V1.UC56.0__NODE_263_length_42781_cov_4.52212__22829__lantipeptide__ANTISMASH__5414_28243,1.85099503464,-,-,-,0.86774937164199,N/A,N/A,Unassigned
V1.UC16.0__NODE_189_length_45866_cov_5.01882__25422__nrps__ANTISMASH__20444_45866,2.67817189835,-,-,-,0.800887952099492,N/A,N/A,Unassigned
O2.UC38.0__NODE_1737_length_10512_cov_4.13742__10512__nrps__ANTISMASH__0_10512,3.62649464207,-,-,-,0.606890100739585,NZ_ACII02000003,Ruminococcus sp. 5_1_39BFAA,Firmicutes
V1.UC40.0__NODE_1422_length_20304_cov_4.52593__15088__bacteriocin__ANTISMASH__5216_20304,2.8271340912,-,-,-,0.0444024208815837,N/A,N/A,Unassigned
V1.UC39.0__NODE_1500_length_20430_cov_2.82096__20430__nrps__ANTISMASH__0_20430,2.23862535238,-,-,-,0.178546993268253,NZ_BAHW02000027,Clostridiales bacterium VE202-09,Firmicutes
V1.UC55.0__NODE_645_length_52850_cov_6.31664__45787__nrps__ANTISMASH__7063_52850,2.38651466408,-,-,-,0.0636115408595361,N/A,N/A,Unassigned
O2.UC24.2__NODE_172_length_69760_cov_6.1967__12422__bacteriocin__ANTISMASH__30117_42539,2.43173206652,-,-,-,0.289104704938358,N/A,N/A,Unassigned
V1.UC55.0__NODE_4056_length_11937_cov_2.38815__11937__nrps__ANTISMASH__0_11937,1.80254014552,-,-,-,0.166983097509486,NZ_KI391947,Ruminococcaceae bacterium D16,Firmicutes
V1.UC2.0__NODE_5480_length_5824_cov_1.41168__5824__lantipeptide__ANTISMASH__0_5824,1.4186465349,-,-,-,0.289104704938358,NZ_JJMS01000030,Streptococcus salivarius,Firmicutes
V1.UC31.4__NODE_1711_length_19262_cov_3.82678__19262__arylpolyene__ANTISMASH__0_19262,2.42508793257,-,-,-,0.448895929050635,NZ_KQ968580,Sutterella sp. KLE1602,Proteobacteria
V1.UC57.0__NODE_526_length_30686_cov_3.98273__27496__nrps__ANTISMASH__3190_30686,2.53221412357,-,-,-,0.311058889573624,N/A,N/A,Unassigned
V1.CD30.0__NODE_115_length_60362_cov_11.0903__34843__nrps__ANTISMASH__0_34843,2.57398514043,-,-,-,0.926964732089652,N/A,N/A,Unassigned
V1.CD36.0__NODE_839_length_38782_cov_4.06035__38782__arylpolyene__ANTISMASH__0_38782,2.39499547423,-,-,-,0.507773052732974,NZ_GL636543,Sutterella wadsworthensis 3_1_45B,Proteobacteria
V1.CD28.0__NODE_8_length_217992_cov_5.14966__13362__microcin__ANTISMASH__204630_217992,3.87022046258,-,-,-,0.171727681309496,NZ_GG698602,Dialister invisus DSM 15470,Firmicutes
V1.CD36.0__NODE_50_length_152134_cov_7.67276__43633__arylpolyene__ANTISMASH__54463_98096,2.22014614351,-,-,-,0.711054641360213,N/A,N/A,Unassigned
V1.CD34.0__NODE_116_length_88006_cov_11.3962__44178__nrps__ANTISMASH__0_44178,2.445412204,-,-,-,0.894545118143166,NZ_OLMR01000003,Anaeromassilibacillus sp. Marseille-P3876,Firmicutes
V1.UC40.0__NODE_67_length_109100_cov_9.55918__39402__arylpolyene__ANTISMASH__0_39402,2.26300641695,-,-,-,0.230010867910089,N/A,N/A,Unassigned
V1.UC40.0__NODE_3696_length_8870_cov_4.36676__8870__nrps__ANTISMASH__0_8870,2.901924014,-,-,-,0.103952957167192,N/A,N/A,Unassigned
V1.UC48.0__NODE_2643_length_14945_cov_8.99087__14945__arylpolyene__ANTISMASH__0_14945,4.21087634154,-,-,-,0.147911152169727,NZ_JH724283,Bacteroides vulgatus CL09T03C04,Bacteroidetes
O2.UC56.0__NODE_3304_length_9281_cov_2.06148__9281__terpene__ANTISMASH__0_9281,2.47778911271,-,-,-,0.0346511929552298,N/A,N/A,Unassigned
O2.UC46.0__NODE_463_length_35135_cov_10.4706__13471__lantipeptide__ANTISMASH__21664_35135,3.01590549141,-,-,-,0.710787149901757,N/A,N/A,Unassigned
V1.CD41.0__NODE_100_length_108541_cov_8.66845__100392__otherks-transatpks__ANTISMASH__0_100392,1.66590085262,-,-,-,0.193041667357893,N/A,N/A,Unassigned
V1.CD10.0__NODE_139_length_45764_cov_2.38955__16622__bacteriocin__ANTISMASH__6137_22759,1.20681060398,-,-,-,0.131856874594995,NZ_NCXC01000005,Lactococcus lactis,Firmicutes
O2.UC48.2__NODE_1779_length_15780_cov_4.06773__15780__lantipeptide__ANTISMASH__0_15780,2.92789441521,C,2.36680503102,0.000995422488101,0.000995422488101347,N/A,N/A,Unassigned
O2.UC37.2__NODE_244_length_72723_cov_4.06338__17653__lantipeptide__ANTISMASH__0_17653,1.82399274899,-,-,-,0.790407215097423,N/A,N/A,Unassigned
V1.CD6.4__NODE_127_length_71057_cov_8.47168__14799__lantipeptide__ANTISMASH__56258_71057,3.35408822682,-,-,-,0.186067030291205,N/A,N/A,Unassigned
V1.UC58.0__NODE_3069_length_11685_cov_4.12717__11685__arylpolyene__ANTISMASH__0_11685,1.83244814782,-,-,-,0.472483329589091,N/A,N/A,Unassigned
O2.UC34.0__NODE_1224_length_13288_cov_5.13617__13288__t1pks__ANTISMASH__0_13288,2.93670551844,-,-,-,0.549646479120097,N/A,N/A,Unassigned
V1.UC51.0__NODE_4693_length_7049_cov_2.7881__7049__terpene__ANTISMASH__0_7049,3.10962988829,-,-,-,0.0267346627846205,NZ_PJKV01000001,Akkermansia muciniphila,Verrucomicrobia
V1.UC50.1__NODE_137_length_93009_cov_21.7606__41143__resorcinol__ANTISMASH__20103_61246,3.95386159671,-,-,-,0.193800042183908,NZ_CBVI010000097,Bacteroides timonensis,Bacteroidetes
V1.CD41.0__NODE_1572_length_24274_cov_4.60911__24274__nrps__ANTISMASH__0_24274,2.1110840574,-,-,-,0.823060940703216,NZ_PPDA01000010,Veillonella sp. S13053-19,Firmicutes
O2.UC40.0__NODE_5343_length_5908_cov_2.36785__5908__other__ANTISMASH__0_5908,3.02717466432,-,-,-,0.605890963130625,N/A,N/A,Unassigned
V1.CD10.0__NODE_47_length_96882_cov_2.3724__40183__ladderane__ANTISMASH__0_40183,0.588902006634,-,-,-,0.454641200516435,NZ_NCXC01000002,Lactococcus lactis,Firmicutes
V1.CD10.0__NODE_22_length_166537_cov_7.06979__34609__bacteriocin-lantipeptide__ANTISMASH__62148_96757,3.0161622841,-,-,-,0.349456914005004,NZ_CZBA01000009,Blautia obeum,Firmicutes
V1.UC4.0__NODE_301_length_33586_cov_4.63201__24552__bacteriocin__ANTISMASH__9034_33586,2.40545750406,-,-,-,0.289104704938358,N/A,N/A,Unassigned
V1.CD41.0__NODE_43_length_139509_cov_97.9643__53525__nrps__ANTISMASH__80787_134312,2.64622291439,-,-,-,0.713214031787846,NZ_AYJZ01000014,Escherichia coli FAH1,Proteobacteria
V1.CD22.0__NODE_341_length_64110_cov_3.2955__9681__bacteriocin__ANTISMASH__0_9681,2.10305040103,C,2.10944460885,0.000327006117213,0.000327006117212834,N/A,N/A,Unassigned
V1.UC26.4__NODE_804_length_42164_cov_6.1987__40347__nrps__ANTISMASH__0_40347,1.95378582267,-,-,-,0.289104704938358,NZ_JVID01000066,Enterococcus faecalis,Firmicutes
V1.UC52.0__NODE_396_length_45082_cov_11.8857__23700__bacteriocin__ANTISMASH__21382_45082,2.28383701573,-,-,-,0.636778624899069,N/A,N/A,Unassigned
V1.UC26.4__NODE_150_length_110805_cov_6.08781__41381__nrps__ANTISMASH__69424_110805,2.24702869035,-,-,-,0.0636115408595361,NZ_KQ961837,Peptostreptococcus anaerobius,Firmicutes
O2.UC29.0__NODE_1252_length_15038_cov_5.20818__15038__other__ANTISMASH__0_15038,3.2193712983,-,-,-,0.299942449087306,NZ_OEPZ01000003,Dorea sp. Marseille-P4003,Firmicutes
V1.UC53.4__NODE_488_length_31560_cov_5.67386__28910__arylpolyene__ANTISMASH__2650_31560,2.36494875843,-,-,-,0.131856874594995,N/A,N/A,Unassigned
V1.CD22.0__NODE_785_length_38783_cov_122.936__21891__arylpolyene__ANTISMASH__0_21891,3.07252529879,-,-,-,0.0198975489205875,N/A,N/A,Unassigned
O2.UC36.2__NODE_4401_length_5541_cov_3.42891__5541__lantipeptide__ANTISMASH__0_5541,3.75343880234,-,-,-,0.933880968057311,NZ_AXVN01000148,Blautia wexlerae DSM 19850,Firmicutes
V1.CD35.0__NODE_1628_length_7748_cov_5.81542__7748__lantipeptide__ANTISMASH__0_7748,2.05239698103,-,-,-,0.230010867910089,NZ_KI669414,Ruminococcus gnavus CC55_001C,Firmicutes
V1.UC1.0__NODE_1178_length_21947_cov_2.40837__21947__lantipeptide__ANTISMASH__0_21947,1.65950653592,-,-,-,0.90296409106916,NZ_PYLQ01000020,Lachnoclostridium sp. SNUG30099,Firmicutes
V1.UC49.1__NODE_286_length_82670_cov_6.11085__30936__lantipeptide__ANTISMASH__20279_51215,2.0929900237,-,-,-,0.701019793980467,NZ_CP018937,Bacteroides fragilis,Bacteroidetes
V1.UC13.3__NODE_1109_length_23662_cov_9.63892__10210__microcin__ANTISMASH__0_10210,3.31898345108,-,-,-,0.863615250894995,NZ_LT996885,Dialister sp. Marseille-P5638,Firmicutes
O2.UC18.2__NODE_323_length_46847_cov_2.24906__33267__bacteriocin__ANTISMASH__13580_46847,1.69424383643,-,-,-,0.559471052092101,N/A,N/A,Unassigned
O2.UC35.0__NODE_5232_length_6902_cov_1.50577__6902__nrps__ANTISMASH__0_6902,3.07596845925,-,-,-,0.548379221245033,N/A,N/A,Unassigned
V1.UC30.0__NODE_1030_length_22587_cov_1.50475__22587__lantipeptide__ANTISMASH__0_22587,1.72295412696,-,-,-,0.046319688712863,N/A,N/A,Unassigned
V1.UC50.1__NODE_286_length_63962_cov_28.7727__44154__arylpolyene__ANTISMASH__0_44154,2.67020885585,-,-,-,0.477867884810754,N/A,N/A,Unassigned
O2.UC24.2__NODE_2118_length_12087_cov_1.1358__12087__nrps__ANTISMASH__0_12087,1.86433199816,-,-,-,0.289104704938358,N/A,N/A,Unassigned
V1.UC31.0__NODE_991_length_22514_cov_2.45683__21107__bacteriocin__ANTISMASH__1407_22514,1.56044977773,-,-,-,0.318709314991835,NZ_KV813675,Streptococcus sp. HMSC078D09,Firmicutes
V1.CD29.0__NODE_795_length_29664_cov_6.14273__23708__nrps__ANTISMASH__0_23708,2.47286363692,-,-,-,0.926800559016351,N/A,N/A,Unassigned
V1.UC28.0__NODE_2_length_233573_cov_4.95209__30557__nrps__ANTISMASH__0_30557,3.16241972864,-,-,-,0.0974329095455357,NZ_CYYE01000002,Coprococcus eutactus,Firmicutes
V1.UC9.0__NODE_2_length_137022_cov_1.97144__18483__lantipeptide__ANTISMASH__0_18483,3.16305275633,-,-,-,0.538249938530298,N/A,N/A,Unassigned
V1.UC53.4__NODE_127_length_60146_cov_3.19251__32237__nrps__ANTISMASH__27909_60146,3.02642675958,-,-,-,0.345169623962264,N/A,N/A,Unassigned
V1.UC4.5__NODE_1645_length_27262_cov_18.5874__27262__arylpolyene__ANTISMASH__0_27262,4.26386950384,-,-,-,0.28262779971675,N/A,N/A,Unassigned
O2.UC26.2__NODE_98_length_110703_cov_5.60755__10723__bacteriocin__ANTISMASH__99980_110703,2.17755637659,-,-,-,0.289104704938358,NZ_LS483487,Fusobacterium ulcerans,Fusobacteria
O2.UC50.0__NODE_528_length_35020_cov_1.46509__32862__lantipeptide__ANTISMASH__2158_35020,2.4493981397,-,-,-,0.0472128960987557,NZ_JH594596,Odoribacter laneus YIT 12061,Bacteroidetes
V1.UC50.1__NODE_4278_length_9483_cov_2.95789__9483__nrps__ANTISMASH__0_9483,1.59033801258,-,-,-,0.454641200516435,N/A,N/A,Unassigned
V1.UC55.4__NODE_1865_length_27691_cov_7.17441__14919__lantipeptide__ANTISMASH__12772_27691,2.74170882338,-,-,-,0.652767118066684,N/A,N/A,Unassigned
V1.UC10.2__NODE_1834_length_16696_cov_6.92368__16696__lantipeptide__ANTISMASH__0_16696,3.09405855795,C,2.65859166625,0.00656706598899,0.00656706598899114,N/A,N/A,Unassigned
O2.UC46.2__NODE_4840_length_7300_cov_1.25783__7300__lantipeptide__ANTISMASH__0_7300,2.73963272704,-,-,-,0.975688686633686,NZ_AXVN01000112,Blautia wexlerae DSM 19850,Firmicutes
V1.CD17.4__NODE_4957_length_7396_cov_3.24956__7396__lantipeptide__ANTISMASH__0_7396,1.6159641939,-,-,-,0.050878498430277,N/A,N/A,Unassigned
O2.UC35.0__NODE_5102_length_7056_cov_1.13027__7056__bacteriocin__ANTISMASH__0_7056,2.89198179201,-,-,-,0.0575640154224995,NZ_LSIW01000060,Streptococcus sp. CCH5-D3,Firmicutes
O2.UC44.0__NODE_15_length_182565_cov_4.22931__43532__arylpolyene__ANTISMASH__46462_89994,2.6682936871,-,-,-,0.917259619023925,N/A,N/A,Unassigned
V1.UC44.0__NODE_3842_length_8063_cov_1.44993__8063__resorcinol__ANTISMASH__0_8063,3.01780428671,-,-,-,0.222337178531947,N/A,N/A,Unassigned
V1.UC45.0__NODE_2925_length_8164_cov_3.38463__8164__nrps__ANTISMASH__0_8164,3.05865117429,-,-,-,0.0829404578778971,NZ_CYXR01000007,Coprococcus comes,Firmicutes
V1.CD38.0__NODE_468_length_50392_cov_6.9943__50392__nrps__ANTISMASH__0_50392,2.77221908138,-,-,-,0.345237951415261,NC_021039,Ruminococcus champanellensis (strain DSM 18848 / JCM 17042 / KCTC 15320 / 18P13),Firmicutes
V1.UC2.4__NODE_1038_length_16570_cov_2.70319__16570__lantipeptide__ANTISMASH__0_16570,3.38498811072,-,-,-,0.533271749320334,NZ_CYZP01000002,Blautia obeum,Firmicutes
O2.UC13.2__NODE_296_length_62893_cov_7.84734__20891__bacteriocin__ANTISMASH__42002_62893,3.26789019323,-,-,-,0.250529731765915,N/A,N/A,Unassigned
O2.UC26.0__NODE_209_length_70255_cov_3.85875__30443__lantipeptide__ANTISMASH__39812_70255,2.80490933748,-,-,-,0.0470864165295964,N/A,N/A,Unassigned
V1.UC31.0__NODE_580_length_35518_cov_4.16474__32924__lantipeptide__ANTISMASH__2594_35518,3.17599662889,-,-,-,0.366194121103322,NZ_LT629959,Tidjanibacter massiliensis,Bacteroidetes
V1.UC55.4__NODE_8369_length_6083_cov_2.46251__6083__other__ANTISMASH__0_6083,3.07326251554,-,-,-,0.909227068737407,NZ_CYYA01000016,Eubacterium ramulus,Firmicutes
V1.UC30.0__NODE_1721_length_15433_cov_2.04207__15433__nrps__ANTISMASH__0_15433,2.98704120439,-,-,-,0.371140228768388,N/A,N/A,Unassigned
O2.UC26.2__NODE_140_length_90144_cov_5.01744__42430__other__ANTISMASH__19722_62152,3.22900187,-,-,-,0.533520464680606,NZ_JGEO01000047,Bacteroides fragilis str. S24L34,Bacteroidetes
O2.UC37.2__NODE_786_length_35300_cov_5.98561__26046__other__ANTISMASH__0_26046,2.40019279396,-,-,-,0.0213808244587646,NZ_CP016877,Streptococcus thermophilus,Firmicutes
V1.UC14.1__NODE_395_length_46764_cov_7.24606__46764__nrps-t1pks__ANTISMASH__0_46764,1.6430631711,-,-,-,0.454641200516435,N/A,N/A,Unassigned
V1.UC55.0__NODE_306_length_77262_cov_5.08463__51526__nrps__ANTISMASH__25736_77262,2.0146131555,-,-,-,0.603823502150182,N/A,N/A,Unassigned
V1.UC4.5__NODE_4790_length_11143_cov_1.76524__11143__nrps__ANTISMASH__0_11143,1.53728844154,-,-,-,0.0375991964882626,N/A,N/A,Unassigned
V1.CD22.0__NODE_1142_length_29553_cov_3.52492__29553__ladderane-nrps__ANTISMASH__0_29553,2.1284206519,-,-,-,0.0142294083294371,N/A,N/A,Unassigned
O2.UC51.0__NODE_19_length_172368_cov_7.02516__24652__nrps__ANTISMASH__0_24652,3.37432098442,-,-,-,0.0107385822537195,NZ_CYXU01000001,Coprococcus eutactus,Firmicutes
V1.UC16.0__NODE_1233_length_13017_cov_3.09158__13017__bacteriocin__ANTISMASH__0_13017,2.27598110094,-,-,-,0.622507822104584,NZ_AUJF01000011,Blautia wexlerae AGR2146,Firmicutes
V1.UC58.0__NODE_5035_length_7995_cov_2.85126__7995__nrps__ANTISMASH__0_7995,2.27419240261,-,-,-,0.880703536517362,NZ_CYZD01000004,Blautia obeum,Firmicutes
V1.CD41.0__NODE_109_length_105688_cov_4.31867__42571__other__ANTISMASH__20202_62773,0,-,-,-,-,N/A,N/A,Unassigned
O2.UC5.0__NODE_1966_length_13195_cov_1.81233__13195__arylpolyene__ANTISMASH__0_13195,2.25542424626,-,-,-,0.702100262206677,N/A,N/A,Unassigned
O2.UC1.2__NODE_1958_length_15005_cov_1.59826__15005__arylpolyene__ANTISMASH__0_15005,2.90462528076,-,-,-,0.115776662560935,N/A,N/A,Unassigned
V1.CD20.4__NODE_3621_length_10460_cov_4.95877__10460__nrps__ANTISMASH__0_10460,2.78102566872,-,-,-,0.884214995899001,N/A,N/A,Unassigned
O2.UC51.2__NODE_6087_length_7538_cov_1.82547__7538__arylpolyene__ANTISMASH__0_7538,3.14147391586,-,-,-,0.0114601132428894,NC_015160,Odoribacter splanchnicus (strain ATCC 29572 / DSM 20712 / CIP 104287 / JCM 15291 / NCTC 10825 / 1651/6) (Bacteroides splanchnicus),Bacteroidetes
O2.UC16.2__NODE_202_length_38619_cov_3.95963__33918__nrps__ANTISMASH__0_33918,2.56469786755,-,-,-,0.289104704938358,N/A,N/A,Unassigned
V1.UC57.0__NODE_265_length_41682_cov_3.26171__21764__amglyccycl__ANTISMASH__4814_26578,2.04849450779,-,-,-,0.057931858117971,N/A,N/A,Unassigned
O2.UC5.2__NODE_1475_length_13677_cov_2.00103__13677__lantipeptide__ANTISMASH__0_13677,1.76006887787,-,-,-,0.193041667357893,N/A,N/A,Unassigned
O2.UC56.0__NODE_381_length_54263_cov_8.8974__37224__nrps__ANTISMASH__0_37224,2.71066533174,-,-,-,0.723057258906069,N/A,N/A,Unassigned
O2.UC51.2__NODE_137_length_100686_cov_22.0268__18231__bacteriocin__ANTISMASH__82455_100686,4.05153818911,C,3.49455924329,4.00424884344e-05,4.00424884343724e-05,NZ_NNBY01000045,Ruminococcus bromii,Firmicutes
V1.UC39.0__NODE_8_length_168187_cov_4.12498__52608__nrps__ANTISMASH__46266_98874,2.24227413729,-,-,-,0.597827568847091,NZ_NOXF01000001,Clostridium leptum DSM 753,Firmicutes
V1.UC35.0__NODE_3750_length_8343_cov_4.01617__8343__nrps__ANTISMASH__0_8343,3.34794787407,-,-,-,0.38240662880797,NZ_CYZD01000004,Blautia obeum,Firmicutes
O2.UC57.0__NODE_680_length_25878_cov_3.12582__23488__nrps__ANTISMASH__2390_25878,2.80911154416,-,-,-,0.0502764455808852,N/A,N/A,Unassigned
V1.UC17.2__NODE_5413_length_5766_cov_2.00543__5766__other__ANTISMASH__0_5766,2.29787226799,-,-,-,0.883222351812915,N/A,N/A,Unassigned
O2.UC1.2__NODE_2735_length_11824_cov_7.70023__11824__microcin__ANTISMASH__0_11824,4.04488172787,-,-,-,0.881916110496436,NZ_DS499550,Eubacterium siraeum DSM 15702,Firmicutes
V1.UC5.3__NODE_9784_length_5328_cov_2.80713__5328__nrps__ANTISMASH__0_5328,2.26532895977,-,-,-,0.952473567125212,N/A,N/A,Unassigned
O2.UC52.0__NODE_1080_length_18444_cov_4.11382__18444__terpene__ANTISMASH__0_18444,2.42576973087,-,-,-,0.234026556327303,N/A,N/A,Unassigned
O2.UC43.0__NODE_116_length_51678_cov_5.91577__42434__arylpolyene__ANTISMASH__0_42434,3.25760477953,-,-,-,0.223795677743331,N/A,N/A,Unassigned
V1.UC26.0__NODE_1448_length_19030_cov_4.60211__10274__microcin__ANTISMASH__8756_19030,2.02430659266,-,-,-,0.454641200516435,N/A,N/A,Unassigned
