Sample	O2.UC49.0	O2.UC49.2	O2.UC50.0	O2.UC50.2	O2.UC51.0	O2.UC51.2	O2.UC52.0	O2.UC52.2	O2.UC53.0	O2.UC53.2	O2.UC54.0	O2.UC54.2	O2.UC55.0	O2.UC55.2	O2.UC56.0	O2.UC56.2	O2.UC57.0	O2.UC57.2	O2.UC58.0	O2.UC58.2	O2.UC59.0	O2.UC59.2	O2.UC60.0	O2.UC60.2	V1.CD1.0	V1.CD10.0	V1.CD11.0	V1.CD12.0	V1.CD13.0	V1.CD14.0	V1.CD15.0	V1.CD15.3	V1.CD16.0	V1.CD17.0	V1.CD17.4	V1.CD18.0	V1.CD18.3	V1.CD19.0	V1.CD2.0	V1.CD20.4	V1.CD21.0	V1.CD21.4	V1.CD22.0	V1.CD24.0	V1.CD25.0	V1.CD25.4	V1.CD27.0	V1.CD28.0	V1.CD29.0	V1.CD3.0	V1.CD30.0	V1.CD31.0	V1.CD34.0	V1.CD35.0	V1.CD35.1	V1.CD36.0	V1.CD38.0	V1.CD4.0	V1.CD41.0	V1.CD42.0	V1.CD6.0	V1.CD6.4	V1.CD7.0	V1.CD7.4	V1.CD8.0	V1.CD9.0	V1.UC16.0	V1.UC18.0	V1.UC19.0	V1.UC24.0	V1.UC27.0	V1.UC28.0	V1.UC29.0	V1.UC30.0	V1.UC32.0	V1.UC33.0	V1.UC34.0	V1.UC36.0	V1.UC37.0	V1.UC41.0	V1.UC42.0	V1.UC43.0	V1.UC44.0	V1.UC46.0	V1.UC48.0	V1.UC57.0	V1.UC6.0	V1.UC61.0	V1.UC62.0	V1.UC7.0	V1.UC8.0	V1.UC9.0
V1.CD16.0__NODE_460_length_34691_cov_2.67029__29176__arylpolyene__ANTISMASH__5515_34691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53583229834164	7.94881708174219	0	0	0	0	10.4976630239752	0	0	0	3.34108709303237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.69879717929287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD16.0__NODE_44_length_103291_cov_3.99936__42499__other__ANTISMASH__51454_93953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96151852880031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD16.0__NODE_353_length_39802_cov_5.54754__36927__other__ANTISMASH__2875_39802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.87401404073656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD16.0__NODE_309_length_43538_cov_20.8164__10189__bacteriocin__ANTISMASH__0_10189	0	0	0	0	0	0	0	1.83284042384214	0	0	0	0	0	0	0	0	0	0.742339554900622	0	0	0	0	0	0	0	6.31519982340887	0	0	0	0	0	0	31.545357248594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94611170290425	4.08108615514147	0	0	0	0	0	0	0	0	0	0	0
V1.CD16.0__NODE_247_length_48087_cov_2.24486__30879__other__ANTISMASH__0_30879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70996463659644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD16.0__NODE_1727_length_14933_cov_12.0138__14933__resorcinol__ANTISMASH__0_14933	7.5244857083511	1.96123829617182	4.38828742265422	0	4.7785246647428	4.66118083178923	7.25860510272213	7.00632493068707	13.9668766260361	0	17.4847972252927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.641032368505	0	0	0	0	6.68906735207651	0	0	0	0	0	2.42553683255271	16.0589678396247	16.9005242950184	6.65379603421885	0	1.27942903816164	0	4.26127636266964	1.39170834739654	0	25.0903076772838	11.544195093214	0	0	0	0	0	17.598282670299	13.5190293483944	0	0	0	0	0	0	0	0	13.8101199558049	34.9120779663929	0	1.45395675734182	0	0	0	2.38846520253429	7.60861172186036	27.648214438868	7.2356075891964	0	23.2910097921291	8.21191463662432	12.4100661790399	6.27342112004598	0	0	16.3474608633179	0	3.69095196219463	0
V1.CD16.0__NODE_1594_length_15730_cov_1.96606__15730__lantipeptide__ANTISMASH__0_15730	0	0	0	0	0	0	0	0	0.970154693587934	0	0.877369689194075	0	0	0	0	0	0.695724024685141	0.615482078057821	0	0	0	0	0	0	0	0	0	0	1.64743562273027	0	0	0	2.22304218044227	0	0	0	0	0	0	0	0	0	0	1.4321028189037	0	0	0	0	0.577716657086337	0	0	0	0	0	0	0	0.562719385860814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.862106296343892	0	0.494344018035398	0.393656238518749	0	0	0	0	0	0	0
V1.CD16.0__NODE_1471_length_16675_cov_3.03171__16675__lantipeptide__ANTISMASH__0_16675	0	0	0	0	1.08288718146086	0.526471036420248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30973951868277	0	0	0	3.45807807344867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD16.0__NODE_1177_length_19678_cov_2.81348__19678__other__ANTISMASH__0_19678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04845104728631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD15.3__NODE_865_length_37700_cov_53.5456__12882__terpene__ANTISMASH__24818_37700	0	0	0	0	0	0	0	0.96367788792123	0	0	0.341671172199359	0	0	0	2.84311873454057	0.837084635062447	2.31744516275265	0.498734189737173	0	0	3.0932137051612	0.780960501361887	0	0	0	0	0	0	0	0	0	20.9457375606859	0	0	0	0	0	0	0	0.0926306251928096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15814910804522	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821487548425697	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833458405276709	0	0	0
V1.CD15.3__NODE_827_length_38994_cov_4.72174__38994__nrps__ANTISMASH__0_38994	0	0	0	0.936048974549924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14160018309087	1.65149370316351	0	0	0	0.506394289131038	0	0	0	0	0	0	0	0	0	0.467942663625185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD15.3__NODE_361_length_64571_cov_6.16489__13418__lantipeptide__ANTISMASH__51153_64571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33382688297788	0	0	1.50541783322558	1.91271568946068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6319183490878	0	0	44.9431165033486	0	0	0	0	0	0	0	0	3.28980577225395	0.91181127203705	0	0	0.939968501270493	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD14.0__NODE_839_length_5048_cov_0.773883__5048__arylpolyene__ANTISMASH__0_5048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.998726227158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD10.0__NODE_996_length_7562_cov_25.3104__7562__bacteriocin__ANTISMASH__0_7562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15020000052442	0	0	109.402300790875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.992646329022513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD10.0__NODE_896_length_8486_cov_4.51987__8486__microcin-lassopeptide__ANTISMASH__0_8486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.826301286160924	0	0	0	0	0	0	0	21.0656460741155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13859766744043	1.03173211361113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD10.0__NODE_524_length_14851_cov_8.45918__14851__bacteriocin__ANTISMASH__0_14851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.2753803206267	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156714371262069	0	0	0	0	0	0	0	0	0	0	0.437178293895841	0	0	0	0	0	0	0	1.29410355472363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227514516491247	0.782014815797954	0	0	0	0	0	0	0	0	0
V1.CD10.0__NODE_47_length_96882_cov_2.3724__40183__ladderane__ANTISMASH__0_40183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.05345483260668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271257090794056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD10.0__NODE_453_length_17115_cov_2.32239__17115__siderophore__ANTISMASH__0_17115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74093602528964	0	2.32676653961956	0	0	0	0.986176112013464	0	0	0	0.40223072452956	0	0	0	0.350907708748968	0	0.69223510557423	0	0	0	0	0	0	0	0	0	0	0	2.19824937137028	1.04793594178994	0	0	0	0	0	0	0	1.06833975078725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23702034251876	0	0	0	0
V1.CD10.0__NODE_31_length_127081_cov_12.0238__52419__nrps__ANTISMASH__62652_115071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.463278584464352	0	0	58.8459887307861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443483556636305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD10.0__NODE_309_length_23846_cov_1.42827__23846__bacteriocin__ANTISMASH__0_23846	0.265644827997429	0	0	0	0.314522890931328	0.162933706047033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448848357509679	0	0	0	0	5.75111704807536	0	4.97057658740637	0	0	0	0	0.297701731616953	0	0	0.3732785123373	0	0	0	0	0	0	0.137091739105373	0.274479571970011	0	0	0	0	0	0	0	0.676508855090872	0	0.396380662936338	0	0.523857698969358	3.2800786691345	0	0	0.121552237258768	0	0	0	0.245466929146789	0	0	7.11696292716295	0	0	0.555029183438306	0	0.406259609197871	0	0.246656483831909	0	4.44620455717215	0.19972923684281	0.247607242298511	0	0	0	0	0	0	0.445730984820699	0.31713326394939	0	0	0	0	0	0
V1.CD10.0__NODE_22_length_166537_cov_7.06979__34609__bacteriocin-lantipeptide__ANTISMASH__62148_96757	0.342338282490798	0.777545835736193	0	0.401638920166713	0	0	0	0	0	1.91991596689315	0	0.446855798856154	0	0	0	0	0	0	0	0	0	0	0	0	0	31.7798733273814	0	0	0	0	0	0	0	1.99462850586568	21.8672355265154	0	0	0	0	1.0799475880494	0	0	0	0	0	0	6.89980043906085	0	0	0	0	0	0	0	0	2.37208241448536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.423290542179867	0.988071213290952	0	0	0	0	4.28324543938942	0	0	0	0	0	0	0	0.298813414652522	0	0.919154122672049	0	0	5.87815458495631	0	0
V1.CD10.0__NODE_139_length_45764_cov_2.38955__16622__bacteriocin__ANTISMASH__6137_22759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8624384345947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298856301337645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V1.CD10.0__NODE_1290_length_5616_cov_2.62938__5616__bacteriocin__ANTISMASH__0_5616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3225984776121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446038355515928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC9.2__NODE_768_length_32324_cov_2.54433__32324__nrps__ANTISMASH__0_32324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC9.2__NODE_5914_length_6026_cov_1.18975__6026__nrps__ANTISMASH__0_6026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.290064324905672	0.572566318317395	0	0	0	0	0	0	0	0	0	0	0
O2.UC9.2__NODE_1944_length_16161_cov_1.95685__16161__nrps__ANTISMASH__0_16161	0	0	0	0	0	0.402302118972769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51205101175426	0.447496026320967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170954410232712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137733467134811	0	0	0.400933124696811	0	0	0	0	0	0	0
O2.UC9.2__NODE_1913_length_16345_cov_3.7283__16345__lantipeptide__ANTISMASH__0_16345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22358830497853	1.20142800500143	0	0	0	0	0	0	0	0	0	0	1.34073358410839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC9.2__NODE_1019_length_26569_cov_3.57132__26569__nrps__ANTISMASH__0_26569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.610436183717079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8636675332289	0	0	0	0.241956809143739	0	0	0	1.14403920941024	0	0	0.319525986280456	0	0	0	0	0	0	0	0	0	0	0	0.833223112898525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7640678938433
O2.UC9.0__NODE_1183_length_22064_cov_2.13772__22064__lantipeptide__ANTISMASH__0_22064	0	0	0.895976638643506	1.24700150003813	0	0	0	0	2.39783723723542	0	0.728622614550157	0	0	0	0.479508095903388	1.23330889825132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.05690202688662	0	0	0	0	0	0	7.55496160369321	1.47647010497248	0	0	0	2.72486808207393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792266817466254	0	0	0	0	0	0	0	0	0	2.58535942861348	0	0	0.603270761922267	0	0	0	0	1.18365187891354	0	0	0	0	0	0	0.935749112895807	0	0	0	0	0
O2.UC60.2__NODE_7_length_224745_cov_37.738__21059__terpene__ANTISMASH__11869_32928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95271282781106	42.8510193162219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC60.2__NODE_673_length_25970_cov_4.13579__25970__ladderane-arylpolyene__ANTISMASH__0_25970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.823956794361927	5.48570377529369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15459967620183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC60.2__NODE_659_length_26294_cov_1.77613__26294__nrps__ANTISMASH__0_26294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99436964927243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10464408774194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC60.2__NODE_4996_length_5817_cov_2.27508__5817__arylpolyene__ANTISMASH__0_5817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370502003299816	3.03039495803003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC60.2__NODE_1118_length_18710_cov_8.99416__18710__arylpolyene__ANTISMASH__0_18710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37794623342026	12.0456200465725	0	0	0	0	12.3134664357841	0	0	0	1.66810057547969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.55175519599893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC60.0__NODE_6002_length_5242_cov_1.37922__5242__lantipeptide__ANTISMASH__0_5242	0	3.66583440700115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70330556610497	0.172722528583472	0	0	0	0	0	0	0	0	0.41909115658823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00634828895054	0	0	0	0	0	0	0	0	0	0	1.27547573423856	0	0	0	0	0	0	0	0	0	0	0
O2.UC60.0__NODE_5168_length_5891_cov_1.27707__5891__nrps__ANTISMASH__0_5891	7.7119747579281	0	1.65260257790164	2.1810754083805	1.44813003828285	0.606417536194403	1.15896954116212	6.73181835287019	7.86764626479553	2.85867430426467	2.68147663493472	0.547054001509377	3.3785312334503	4.20968195920792	5.71091905702577	8.49672362507113	3.26993955096027	2.74008161461387	1.32983738696821	1.45073839731665	3.26977670642819	5.01080706724317	2.39107753979855	1.82237199775126	0	0	6.96874967996834	1.55929691743912	1.75314291013413	1.68400089639997	2.00558764432104	2.68338670742333	4.19766936529031	10.1867825308446	11.7893000845822	6.29203984357736	3.43581352212449	8.88348989870454	0	3.83353099832963	0	0.976521467984697	1.94949141686362	1.43022309984986	4.81195843927477	2.52711355244862	15.0947544798837	1.01952258657188	2.57100747353819	0	1.74260454316189	1.70424552523218	3.15478612234456	21.3828097308142	31.0765261904952	6.40217172222643	2.22548854907506	0	2.79407575567812	2.3562655538748	0	1.29375839864384	24.7294906080161	31.4782072339227	0	0	4.21567756982059	0	0	2.3469842484716	4.56391029610994	2.56653874191527	1.77634829618392	8.26596106848167	3.82428907549757	5.00618317778555	11.0792973133714	0.842033287206311	1.19202764396731	1.7511798129628	2.85864018916899	1.63153414684017	5.15005244283944	5.75524896112735	2.73619148124735	1.6892447089929	2.25055270208637	0.344388002208652	0.856459003409572	4.16317474978184	4.92858645799419	0
O2.UC60.0__NODE_448_length_27925_cov_2.72723__6119__bacteriocin__ANTISMASH__21806_27925	1.78015577703474	0	0.858282390782025	1.88732597125872	0.781316820877606	0.997184711421488	0.376542892317304	0	5.39475683242902	2.51787106007258	2.31944368793443	2.23380820686096	1.5647400102228	1.45964821374134	1.4672034414534	3.49883237702668	2.86522575818156	2.92883058898767	1.18905452400402	0	3.49544163353681	2.23505880360033	2.81772858727901	4.06456928085262	0	0	0	0	4.78473479211608	0	0	0	0.949488410583159	0	0	0	0.341098105030331	3.69127235766606	0	0.328777609912615	0	0	1.57952843621831	0.556570234900225	0	0	0	0	1.23069060228065	0	1.33325036191907	0.783550827062183	0.814921825099126	0	7.57325782692425	4.29388021701745	1.15771274164388	0	6.04377903451117	2.11267601528676	0	0	0	0	0	0	0	0	0	1.68016578050142	2.46499549990029	0	0	1.21508685004199	1.91481357433893	3.45768538566206	3.41868909848414	1.65778218397687	1.23021594112021	0	0	2.14344663000756	3.70885714094717	1.48306061919042	0.422521386979455	1.46744117401912	1.68371645439025	0.258328724237609	0.683823891313692	2.83235585313752	0	0
O2.UC60.0__NODE_4_length_262054_cov_23.2222__42592__other__ANTISMASH__39658_82250	0	0	0	0	0	0	0	0	4.03819288112768	0	6.47531705042329	0	7.3459848417653	3.25131098290655	5.59999352615514	5.96669367124221	0	0	0	0	0	0	31.1771717361262	10.5104552955029	0	0	0	0	7.36676082773049	0	0	0	14.3629841340048	0	0	0	0	0	0	0	0	0	5.10177885707096	0	0	0	0	0	0.793846942777664	0	10.9474262104368	0	0	0	0	0	0.344410244472952	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00794405804507	2.6807867906564	0	0	1.01204412042831	0	0	2.06692684371971	0.403915589385741	0	0	15.5998449333954	0	0.638797803329241	0	0	0	0	0	0	3.89069261389669	28.9565490045991
O2.UC59.2__NODE_929_length_27440_cov_3.68428__27440__lantipeptide__ANTISMASH__0_27440	10.2222044077242	0	1.04323587825056	1.27444186434241	0.78435990200133	0.285720487838145	0	0	3.3117732952108	0	0.968523999571916	0	1.35702005366928	1.88083424313592	7.41762037552586	10.695123890341	1.46032096432811	1.14084584960283	0.533698633399029	0.835414136556072	1.09073452949215	4.57309221942616	0	0	0	0	0	0	0	0	0	1.98519838982423	2.45410346874831	10.7955478568591	0	3.61833476709246	1.74754030765268	5.30939720509815	0	0	0	1.31192111360004	1.02819477710306	0	0	0	7.66169279542138	0	1.58989386120696	0	0.774242187934924	1.4011116311902	1.41744722495248	0	0	2.38288286029034	1.4333476358529	0	1.62252646307939	0	0	0.886260059193606	0	0	0	0	0	0	0	0.870640327095227	2.48869076322016	0	0.953044232586216	0	2.28410956797555	2.79368806491219	11.5168909195296	0.793775984654684	0	0	0	0.723000776966354	1.43044361084895	2.70166721628475	0	0.830991601402291	1.26849112511804	0	0	0	3.35211796785705	0
O2.UC59.2__NODE_918_length_27642_cov_3.35506__27642__nrps__ANTISMASH__0_27642	0	0	0	0	0	2.30647954807172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219784879949071	3.46206757243254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8752499410476	0	0	0	0	2.25732476901918	0	0	3.3615098928911	7.70010616781931	0	0	0	0.737226005605506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35179634145249	0	0	0	0	0	0	0	2.05308261287695	0	0	0	4.20054524813066	0	0	0
O2.UC59.2__NODE_71_length_112862_cov_3.17115__26134__bacteriocin__ANTISMASH__86728_112862	0	0	0	0	0	3.20752660543774	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53817202046064	0.217425056067778	3.37826123320749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30703035562349	0	0	0	0	0.720080562148874	0	0	0	0	0	0	0	1.03210044679926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.5716348512422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34215416864181	0
O2.UC59.2__NODE_669_length_35033_cov_1.85292__22064__bacteriocin__ANTISMASH__12969_35033	0	0	0	0	2.79109319313434	2.38415025908096	0	0	2.823467106431	0	3.73947383615997	0	0	0	0	0	0	0	0.536387109412708	0	2.32588664090266	2.25627893310131	0	0	0	0	0	0	0	0	0	0	0	5.03243556153834	3.79313468956597	0	0	0	0	8.19053469327823	0	0	0	4.05338441909551	0	0	0	0	0.32366633385615	0	0	7.01329392760401	0	0	0	0	2.9917986356356	0	0	0	0	0	0	0	0	0	0	0	0	6.10032272573914	0	0	0	0	0	0.783985456260291	0	0	0	0	2.98411176616852	0.146411532220833	5.7167161245757	3.1466482496213	0	0	0	0	0	0	3.88767636560845	0
O2.UC59.2__NODE_257_length_58500_cov_2.09873__46075__nrps__ANTISMASH__7835_53910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78684103778441	0	0	0	0	0	2.10071469796794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421647223347669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2.UC59.2__NODE_227_length_63038_cov_4.467__25194__bacteriocin__ANTISMASH__37844_63038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85117938638718	5.04259081683612	0.48653479980538	0	0	0	0	0	5.06206572167897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490929028851825	0	0	0	0	0	0	0
